"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-7.557,0.724,"11262",1,500,"-1",24
"2",0.271,4.329,"11262",1,500,"1",24
"3",-1.374,2.28,"11262",1,500,"-1",23
"4",4.954,2.401,"11262",1,500,"1",23
"5",-0.5,0.463,"11262",1,500,"-1",22
"6",2.264,1.122,"11262",1,500,"1",22
"7",-4.488,1.297,"11262",1,500,"-1",21
"8",1.402,1.944,"11262",1,500,"1",21
"9",-1.686,1.109,"11262",1,500,"-1",20
"10",1.748,1.168,"11262",1,500,"1",20
"11",-2.529,3.201,"11262",1,500,"-1",19
"12",0.397,1.457,"11262",1,500,"1",19
"13",-0.34,6.136,"11262",1,500,"-1",18
"14",0.682,1.404,"11262",1,500,"1",18
"15",-4.109,3.146,"11262",1,500,"-1",17
"16",7.404,2.038,"11262",1,500,"1",17
"17",-1.073,1.963,"11262",1,500,"-1",16
"18",3.047,1.066,"11262",1,500,"1",16
"19",-2.453,2.099,"11262",1,500,"-1",15
"20",2.198,1.225,"11262",1,500,"1",15
"21",1.719,0.894,"11262",1,500,"-1",14
"22",7.11,1.847,"11262",1,500,"1",14
"23",-2.487,1.934,"11262",1,500,"-1",13
"24",3.185,0.694,"11262",1,500,"1",13
"25",-7.367,1.892,"11262",1,500,"-1",12
"26",-0.923,1.973,"11262",1,500,"1",12
"27",0.524,2.383,"11262",1,500,"-1",11
"28",7.983,1.01,"11262",1,500,"1",11
"29",-2.439,1.524,"11262",1,500,"-1",10
"30",2.409,1.673,"11262",1,500,"1",10
"31",-1.171,1.45,"11262",1,500,"-1",9
"32",2.928,1.513,"11262",1,500,"1",9
"33",-2.929,1.046,"11262",1,500,"-1",8
"34",2.108,2.153,"11262",1,500,"1",8
"35",-1.867,2.127,"11262",1,500,"-1",7
"36",3.276,1.719,"11262",1,500,"1",7
"37",-4.077,2.551,"11262",1,500,"-1",6
"38",2.371,1.709,"11262",1,500,"1",6
"39",-4.031,1.418,"11262",1,500,"-1",5
"40",-0.245,1.522,"11262",1,500,"1",5
"41",-2.542,2.005,"11262",1,500,"-1",4
"42",1.8,1.398,"11262",1,500,"1",4
"43",-0.067,1.3,"11262",1,500,"-1",3
"44",3.251,0.89,"11262",1,500,"1",3
"45",-2.878,1.37,"11262",1,500,"-1",2
"46",1.255,1.836,"11262",1,500,"1",2
"47",-1.509,1.263,"11262",1,500,"-1",1
"48",1.369,5.272,"11262",1,500,"1",1
