"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.308,0.854,"11445",1,20,"-1"
"2",0.507,2.423,"11445",1,20,"1"
"3",-0.959,1.002,"11445",2,20,"-1"
"4",1.161,1.039,"11445",2,20,"1"
"5",-0.529,0.805,"11445",3,20,"-1"
"6",1.338,0.905,"11445",3,20,"1"
"7",-0.072,0.842,"11445",4,20,"-1"
"8",0.175,2.897,"11445",4,20,"1"
"9",-0.055,0.809,"11445",5,20,"-1"
"10",0.357,2.587,"11445",5,20,"1"
