"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.262,1.084,"10374",1,20,"-1"
"2",0.397,3.152,"10374",1,20,"1"
"3",-0.827,0.972,"10374",2,20,"-1"
"4",1.453,0.848,"10374",2,20,"1"
