"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.281,2.556,"10494",1,500,"-1",41
"2",2.436,1.282,"10494",1,500,"1",41
"3",-4.386,1.326,"10494",1,500,"-1",40
"4",1.002,1.966,"10494",1,500,"1",40
"5",-0.154,1.126,"10494",1,500,"-1",39
"6",5.285,1.96,"10494",1,500,"1",39
"7",-2.333,5.211,"10494",1,500,"-1",38
"8",8.84,2.138,"10494",1,500,"1",38
"9",-1.419,1.525,"10494",1,500,"-1",37
"10",1.474,1.18,"10494",1,500,"1",37
"11",-1.26,1.313,"10494",1,500,"-1",36
"12",1.69,1.296,"10494",1,500,"1",36
"13",0.339,0.264,"10494",1,500,"-1",35
"14",1.515,0.482,"10494",1,500,"1",35
"15",-2.756,1.661,"10494",1,500,"-1",34
"16",2.903,1.963,"10494",1,500,"1",34
"17",-2.233,2.759,"10494",1,500,"-1",33
"18",4.901,1.322,"10494",1,500,"1",33
"19",-5.094,2.608,"10494",1,500,"-1",32
"20",1.406,2.496,"10494",1,500,"1",32
"21",-3.349,1.217,"10494",1,500,"-1",31
"22",0.008,0.998,"10494",1,500,"1",31
"23",-3.78,1.1,"10494",1,500,"-1",30
"24",1.608,2.269,"10494",1,500,"1",30
"25",2.327,1.413,"10494",1,500,"-1",29
"26",3.764,3.235,"10494",1,500,"1",29
"27",-3.036,2.049,"10494",1,500,"-1",28
"28",2.565,1.525,"10494",1,500,"1",28
"29",-4.495,0.466,"10494",1,500,"-1",27
"30",-1.057,1.394,"10494",1,500,"1",27
"31",-7.051,3.098,"10494",1,500,"-1",26
"32",-0.28,2.276,"10494",1,500,"1",26
"33",0.385,1.448,"10494",1,500,"-1",25
"34",4.342,0.844,"10494",1,500,"1",25
"35",-3.553,1.354,"10494",1,500,"-1",24
"36",0.422,0.966,"10494",1,500,"1",24
"37",-0.525,0.555,"10494",1,500,"-1",23
"38",0.922,0.531,"10494",1,500,"1",23
"39",-1.887,1.082,"10494",1,500,"-1",22
"40",1.889,1.599,"10494",1,500,"1",22
"41",-1.588,1.356,"10494",1,500,"-1",21
"42",2.649,1.402,"10494",1,500,"1",21
"43",-6.964,3.184,"10494",1,500,"-1",20
"44",0.944,2.073,"10494",1,500,"1",20
"45",-2.25,2.014,"10494",1,500,"-1",19
"46",3.406,2.002,"10494",1,500,"1",19
"47",0.723,0.54,"10494",1,500,"-1",18
"48",2.604,0.506,"10494",1,500,"1",18
"49",-4.194,2.552,"10494",1,500,"-1",17
"50",3.23,3.362,"10494",1,500,"1",17
"51",0.5,2.86,"10494",1,500,"-1",16
"52",6.084,0.905,"10494",1,500,"1",16
"53",-4.321,1.245,"10494",1,500,"-1",15
"54",1.477,1.899,"10494",1,500,"1",15
"55",-5.273,2.12,"10494",1,500,"-1",14
"56",0.809,2.839,"10494",1,500,"1",14
"57",-1.238,1.426,"10494",1,500,"-1",13
"58",1.868,3.656,"10494",1,500,"1",13
"59",-5.071,1.894,"10494",1,500,"-1",12
"60",1.374,1.081,"10494",1,500,"1",12
"61",-5.784,0.412,"10494",1,500,"-1",11
"62",-1.068,2.05,"10494",1,500,"1",11
"63",-2.054,2.981,"10494",1,500,"-1",10
"64",4.328,1.922,"10494",1,500,"1",10
"65",-2.71,2.474,"10494",1,500,"-1",9
"66",4.044,1.785,"10494",1,500,"1",9
"67",-10.086,3.825,"10494",1,500,"-1",8
"68",2.059,2.998,"10494",1,500,"1",8
"69",-0.948,0.775,"10494",1,500,"-1",7
"70",1.739,0.725,"10494",1,500,"1",7
"71",-5.47,1.542,"10494",1,500,"-1",6
"72",1.471,2.637,"10494",1,500,"1",6
"73",0.229,2.082,"10494",1,500,"-1",4
"74",4.469,0.845,"10494",1,500,"1",4
"75",-4.868,1.212,"10494",1,500,"-1",3
"76",2.274,2.432,"10494",1,500,"1",3
"77",-2.255,1.308,"10494",1,500,"-1",2
"78",1.951,2.676,"10494",1,500,"1",2
"79",0.132,1.672,"10494",1,500,"-1",1
"80",4.307,0.67,"10494",1,500,"1",1
