"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.937224939541509,0.0627750604584913,0.10047119892772,0.89952880107228,"10989",1,20,"sign"
"2",0.79836882646126,0.20163117353874,0.207652823145124,0.792347176854876,"10989",1,20,"gaussian"
"3",0.948400255769494,0.0515997442305065,0.119004834936066,0.880995165063934,"10989",2,20,"sign"
"4",0.811111111111111,0.188888888888889,0.165521191294387,0.834478808705613,"10989",2,20,"gaussian"
"5",0.939188031267473,0.0608119687325271,0.135991688694859,0.864008311305141,"10989",3,20,"sign"
"6",0.766329346826127,0.233670653173873,0.217915590008613,0.782084409991387,"10989",3,20,"gaussian"
"7",0.901660325244057,0.0983396747559429,0.132939465132867,0.867060534867133,"10989",4,20,"sign"
"8",0.790055248618785,0.209944751381215,0.198952879581152,0.801047120418848,"10989",4,20,"gaussian"
"9",0.905188005810022,0.0948119941899781,0.177667162209144,0.822332837790857,"10989",5,20,"sign"
"10",0.778325123152709,0.221674876847291,0.196506550218341,0.803493449781659,"10989",5,20,"gaussian"
"11",0.926082417344859,0.073917582655141,0.159663452684456,0.840336547315544,"10989",6,20,"sign"
"12",0.705357142857143,0.294642857142857,0.215686274509804,0.784313725490196,"10989",6,20,"gaussian"
"13",0.923189736050471,0.0768102639495293,0.124794333260924,0.875205666739076,"10989",7,20,"sign"
"14",0.818181818181818,0.181818181818182,0.196261682242991,0.803738317757009,"10989",7,20,"gaussian"
"15",0.878961805856402,0.121038194143598,0.129608745073188,0.870391254926812,"10989",8,20,"sign"
"16",0.76530612244898,0.23469387755102,0.171641791044776,0.828358208955224,"10989",8,20,"gaussian"
