"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.932424539783118,0.0675754602168817,0.100234470889937,0.899765529110063,"11336",1,20,"sign"
"2",0.801907968574635,0.198092031425365,0.174063116370809,0.825936883629191,"11336",1,20,"gaussian"
"3",0.933530223817647,0.0664697761823534,0.0838322970561199,0.91616770294388,"11336",2,20,"sign"
"4",0.794811320754717,0.205188679245283,0.166347992351816,0.833652007648184,"11336",2,20,"gaussian"
"5",0.92017648073762,0.0798235192623802,0.126496633849794,0.873503366150206,"11336",3,20,"sign"
"6",0.8046875,0.1953125,0.196850393700787,0.803149606299213,"11336",3,20,"gaussian"
"7",0.889534208300846,0.110465791699154,0.0615742939086626,0.938425706091337,"11336",4,20,"sign"
"8",0.804878048780488,0.195121951219512,0.164948453608247,0.835051546391753,"11336",4,20,"gaussian"
"9",0.926161719360807,0.073838280639193,0.173020021432797,0.826979978567203,"11336",5,20,"sign"
"10",0.736111111111111,0.263888888888889,0.19,0.81,"11336",5,20,"gaussian"
"11",0.908311137561285,0.0916888624387151,0.0992482664902654,0.900751733509735,"11336",6,20,"sign"
"12",0.790697674418605,0.209302325581395,0.210526315789474,0.789473684210526,"11336",6,20,"gaussian"
"13",0.805009750952997,0.194990249047004,0.0519241780673922,0.948075821932608,"11336",7,20,"sign"
"14",0.809210526315789,0.190789473684211,0.187096774193548,0.812903225806452,"11336",7,20,"gaussian"
"15",0.963672439757583,0.0363275602424172,0.181135631015631,0.818864368984369,"11336",8,20,"sign"
"16",0.818181818181818,0.181818181818182,0.120689655172414,0.879310344827586,"11336",8,20,"gaussian"
