"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-0.185,1.471,"9388",1,500,"-1",30
"2",4.659,1.344,"9388",1,500,"1",30
"3",-4.006,1.21,"9388",1,500,"-1",29
"4",1.855,2.531,"9388",1,500,"1",29
"5",-1.693,1.86,"9388",1,500,"-1",28
"6",3.599,2.437,"9388",1,500,"1",28
"7",-5.709,2.629,"9388",1,500,"-1",27
"8",2.153,2.333,"9388",1,500,"1",27
"9",-2.856,2.613,"9388",1,500,"-1",26
"10",3.528,2.263,"9388",1,500,"1",26
"11",-2.472,0.88,"9388",1,500,"-1",25
"12",-0.56,0.444,"9388",1,500,"1",25
"13",0.256,2.014,"9388",1,500,"-1",24
"14",6.229,1.927,"9388",1,500,"1",24
"15",-2.213,1.318,"9388",1,500,"-1",23
"16",3.54,2.102,"9388",1,500,"1",23
"17",-4.136,2.783,"9388",1,500,"-1",22
"18",4.705,2.523,"9388",1,500,"1",22
"19",-2.869,0.892,"9388",1,500,"-1",21
"20",0.912,1.504,"9388",1,500,"1",21
"21",-0.505,0.294,"9388",1,500,"-1",20
"22",1.851,0.847,"9388",1,500,"1",20
"23",-1.95,1.31,"9388",1,500,"-1",19
"24",1.585,0.75,"9388",1,500,"1",19
"25",-3.921,1.952,"9388",1,500,"-1",18
"26",1.482,1.999,"9388",1,500,"1",18
"27",-1.055,0.88,"9388",1,500,"-1",17
"28",4.983,2.238,"9388",1,500,"1",17
"29",-1.256,1.588,"9388",1,500,"-1",16
"30",2.732,1.268,"9388",1,500,"1",16
"31",-0.024,1.945,"9388",1,500,"-1",15
"32",8.361,2.612,"9388",1,500,"1",15
"33",-1.665,1.824,"9388",1,500,"-1",14
"34",2.259,1.269,"9388",1,500,"1",14
"35",1.661,1.028,"9388",1,500,"-1",13
"36",5.379,1.352,"9388",1,500,"1",13
"37",-0.335,2.783,"9388",1,500,"-1",12
"38",5.82,1.448,"9388",1,500,"1",12
"39",-0.056,1.085,"9388",1,500,"-1",11
"40",0.004,7.014,"9388",1,500,"1",11
"41",-1.647,2.188,"9388",1,500,"-1",10
"42",4.777,3.117,"9388",1,500,"1",10
"43",-6.135,2.233,"9388",1,500,"-1",9
"44",1.714,2.136,"9388",1,500,"1",9
"45",-3.655,2.204,"9388",1,500,"-1",8
"46",2.837,2.062,"9388",1,500,"1",8
"47",-3.772,0.688,"9388",1,500,"-1",7
"48",0.189,1.077,"9388",1,500,"1",7
"49",-1.77,2.69,"9388",1,500,"-1",6
"50",5.013,1.829,"9388",1,500,"1",6
"51",-7.058,4.572,"9388",1,500,"-1",5
"52",4.047,3.029,"9388",1,500,"1",5
"53",-1.308,1.565,"9388",1,500,"-1",4
"54",3.485,1.847,"9388",1,500,"1",4
"55",-3.903,1.632,"9388",1,500,"-1",3
"56",1.535,2.264,"9388",1,500,"1",3
"57",-2.902,1.443,"9388",1,500,"-1",2
"58",-0.058,1.112,"9388",1,500,"1",2
"59",-4.055,1.434,"9388",1,500,"-1",1
"60",-0.253,0.927,"9388",1,500,"1",1
