"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.089,1.009,"11262",1,20,"-1"
"2",0.935,2.933,"11262",1,20,"1"
"3",-0.442,2.518,"11262",2,20,"-1"
"4",0.131,0.97,"11262",2,20,"1"
"5",-0.516,0.944,"11262",3,20,"-1"
"6",0.686,2.439,"11262",3,20,"1"
"7",-0.263,0.975,"11262",4,20,"-1"
"8",0.062,2.893,"11262",4,20,"1"
"9",-0.306,0.874,"11262",5,20,"-1"
"10",1.16,1.826,"11262",5,20,"1"
"11",-0.878,1.017,"11262",6,20,"-1"
"12",1.68,1.183,"11262",6,20,"1"
