"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.375,0.943,"10384",1,20,"-1"
"2",1.07,2.33,"10384",1,20,"1"
"3",-0.62,0.835,"10384",2,20,"-1"
"4",1.161,1.836,"10384",2,20,"1"
"5",-1.159,0.896,"10384",3,20,"-1"
"6",0.867,0.956,"10384",3,20,"1"
