"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.917076486591699,0.0829235134083007,0.110284592842615,0.889715407157385,"11435",1,20,"sign"
"2",0.803290414878398,0.196709585121602,0.201317715959004,0.798682284040996,"11435",1,20,"gaussian"
"3",0.920837790667414,0.0791622093325856,0.118476615099982,0.881523384900018,"11435",2,20,"sign"
"4",0.802281368821293,0.197718631178707,0.22010582010582,0.77989417989418,"11435",2,20,"gaussian"
"5",0.937053284522996,0.0629467154770038,0.121541796759309,0.878458203240691,"11435",3,20,"sign"
"6",0.790625,0.209375,0.199701937406855,0.800298062593145,"11435",3,20,"gaussian"
"7",0.932656281291834,0.0673437187081657,0.131880244128907,0.868119755871093,"11435",4,20,"sign"
"8",0.785330948121646,0.214669051878354,0.188679245283019,0.811320754716981,"11435",4,20,"gaussian"
"9",0.902688405773395,0.097311594226605,0.109177195966355,0.890822804033645,"11435",5,20,"sign"
"10",0.795081967213115,0.204918032786885,0.194605009633911,0.805394990366089,"11435",5,20,"gaussian"
"11",0.968365724698415,0.0316342753015848,0.126535179390229,0.873464820609771,"11435",6,20,"sign"
"12",0.726851851851852,0.273148148148148,0.161643835616438,0.838356164383562,"11435",6,20,"gaussian"
"13",0.919715625097874,0.0802843749021256,0.101788259064193,0.898211740935807,"11435",7,20,"sign"
"14",0.767634854771784,0.232365145228216,0.203636363636364,0.796363636363636,"11435",7,20,"gaussian"
"15",0.895603391509821,0.104396608490179,0.0786307802779068,0.921369219722093,"11435",8,20,"sign"
"16",0.796208530805687,0.203791469194313,0.179166666666667,0.820833333333333,"11435",8,20,"gaussian"
"17",0.910859717697536,0.0891402823024641,0.159863273541529,0.840136726458471,"11435",9,20,"sign"
"18",0.754285714285714,0.245714285714286,0.192825112107623,0.807174887892377,"11435",9,20,"gaussian"
"19",0.896248425924095,0.103751574075905,0.04780689471429,0.95219310528571,"11435",10,20,"sign"
"20",0.758928571428571,0.241071428571429,0.201492537313433,0.798507462686567,"11435",10,20,"gaussian"
"21",0.910753784475862,0.0892462155241383,0.161717406233704,0.838282593766296,"11435",11,20,"sign"
"22",0.752808988764045,0.247191011235955,0.137254901960784,0.862745098039216,"11435",11,20,"gaussian"
