"","sample","shape","perim"
"309",10939,7,175.698484809835
"310",10987,1,4158.31998462209
"311",10988,1,3459.86919113328
"312",10988,2,221.941125496954
"313",10989,1,4587.515944115
"314",10989,2,3451.38390975904
"315",10989,3,2372.0214280248
"316",10989,4,393.296464556282
"317",10989,5,455.781745930521
"318",10989,6,280.911688245432
"319",10989,7,227.941125496954
"320",10989,8,244.183766184074
"321",10994,1,5714.4347750354
"322",10995,1,3992.82250993904
"323",10995,2,1216.71782079359
"324",10995,3,574.752308678998
"325",10995,4,410.568542494924
"326",10995,5,389.63961030679
"327",10997,1,4861.90072042586
"328",10997,2,640.308657865102
"329",10997,3,589.237590053237
"330",10997,4,471.438600180013
"331",10997,5,562.752308678998
"332",10997,6,355.982756057297
"333",10997,7,260.426406871193
"334",10998,1,11018.3182515187
"335",10998,2,678.066017177983
"336",10998,3,336.811183182043
"337",10998,4,559.823376490863
"338",10998,5,296.426406871193
"339",10999,1,8509.71103705623
"340",10999,2,443.053823869163
"341",11003,1,9313.09076273322
"342",11004,1,8969.6349186105
"343",11004,2,2535.92092296141
"344",11004,3,261.597979746447
"345",11005,1,5024.32712729706
"346",11005,2,723.137084989848
"347",11010,1,2107.45288552989
"348",11010,2,467.781745930521
"349",11010,3,409.39696961967
"350",11026,1,1219.0609665441
"351",11026,2,644.40916292849
"352",11026,3,261.01219330882
"353",11030,1,2616.69047558311
"354",11030,2,3085.11688245429
"355",11030,3,553.681240867132
"356",11030,4,366.225396744416
"357",11030,5,393.882250993909
"358",11030,6,337.982756057297
"359",11030,7,293.497474683058
"360",11031,1,3236.99913344819
"361",11031,2,2227.00923471599
"362",11031,3,288.083261120685
"363",11031,4,217.112698372208
"364",11031,5,281.497474683058
"365",11031,6,227.941125496954
"366",11033,1,3297.88643507599
"367",11033,2,514.02438661764
"368",11033,3,261.01219330882
"369",11036,1,7285.78001282701
"370",11036,2,1072.43354954613
"371",11036,3,630.65180361561
"372",11036,4,316.911688245432
"373",11036,5,316.325901807805
"374",11036,6,304.911688245432
"375",11036,7,256.183766184074
"376",11036,8,276.669047558312
"377",11038,1,3852.19509294107
"378",11038,2,2495.09249583667
"379",11038,3,770.693434175952
"380",11042,1,6693.99826689647
"381",11042,2,5304.99617485537
"382",11042,3,4252.11897449532
"383",11042,4,2076.72496346853
"384",11042,5,227.941125496954
"385",11042,6,305.497474683058
"386",11042,7,322.911688245432
"387",11042,8,299.497474683058
"388",11043,1,7304.95158570226
"389",11043,2,188.284271247462
"390",11048,1,12403.0777028727
"391",11048,2,635.480230740356
"392",11048,3,402.811183182043
"393",11048,4,377.63961030679
"394",11048,5,399.882250993909
"395",11105,1,7335.82164338735
"396",11105,2,221.355339059327
"397",11106,1,6481.3708498985
"398",11106,2,520.166522241371
"399",11107,1,8141.24299962468
"400",11107,2,1241.30360723122
"401",11110,1,9455.45829510138
"402",11110,2,5029.29769004553
"403",11110,3,414.953318805774
"404",11110,4,363.740115370178
"405",11110,5,315.740115370178
"406",11110,6,253.840620433566
"407",11110,7,282.669047558312
"408",11112,1,4041.55043200039
"409",11113,1,2602.50670939904
"410",11113,2,221.941125496954
"411",11113,3,242.426406871193
"412",11122,1,2114.03867196751
"413",11122,2,696.793939239341
"414",11122,3,515.338095116625
"415",11122,4,356.568542494924
"416",11127,1,4145.00627612311
"417",11127,2,1329.68838354207
"418",11127,3,976.291413922399
"419",11127,4,566.994949366117
"420",11127,5,621.137084989848
"421",11127,6,447.882250993909
"422",11127,7,304.325901807805
"423",11128,1,7442.1891757555
"424",11128,2,2026.96760415565
"425",11128,3,2149.73715677735
"426",11128,4,915.705627484773
"427",11128,5,1137.40411229461
"428",11128,6,535.095454429505
"429",11128,7,517.095454429505
"430",11128,8,316.325901807805
"431",11128,9,316.911688245432
"432",11128,10,345.740115370178
"433",11128,11,413.63961030679
"434",11128,12,321.154328932551
"435",11185,1,2952.08744520277
"436",11186,1,1163.16147160749
"437",11186,2,873.563491861041
"438",11186,3,440.124891681028
"439",11188,1,7525.17698244668
"440",11188,2,794.249783362057
"441",11188,3,586.752308678998
"442",11188,4,274.325901807805
"443",11188,5,242.426406871193
"444",11191,1,4023.55043200039
"445",11191,2,3081.0163773909
"446",11191,3,637.237590053237
"447",11191,4,734.107647738326
"448",11191,5,585.580735803744
"449",11191,6,296.426406871193
"450",11191,7,237.597979746447
"451",11192,1,2329.29350596345
"452",11192,2,867.42135623731
"453",11192,3,692.551298552221
"454",11192,4,483.438600180013
"455",11192,5,310.325901807805
"456",11192,6,299.497474683059
"457",11192,7,320.568542494924
"458",11192,8,181.698484809835
"459",11192,9,222.526911934581
"460",11192,10,321.740115370178
"461",11217,1,1526.80108191428
"462",11218,1,3600.35447250751
"463",11218,2,321.154328932551
"464",11229,1,3191.7859300126
"465",11229,2,504.509667991879
"466",11229,3,426.367532368148
"467",11229,4,241.840620433566
"468",11233,1,3002.14631970582
"469",11233,2,1309.34523779156
"470",11234,1,2603.67828227429
"471",11234,2,505.681240867132
"472",11240,1,10714.6786412119
"473",11240,2,3664.011326757
"474",11240,3,629.480230740356
"475",11240,4,389.63961030679
"476",11240,5,211.698484809835
"477",11240,6,281.497474683058
"478",11247,1,9422.8308781034
"479",11247,2,549.580735803744
"480",11247,3,399.296464556282
"481",11248,1,11570.1243840669
"482",11248,2,1582.70057685089
"483",11248,3,315.740115370178
"484",11248,4,226.183766184074
"485",11249,1,4923.80021536247
"486",11249,2,306.669047558312
"487",11253,1,2359.29350596345
"488",11253,2,2843.94530957904
"489",11253,3,2174.62445840514
"490",11253,4,727.379725676968
"491",11253,5,401.053823869163
"492",11253,6,208.183766184074
"493",11259,1,3957.99408281429
"494",11262,1,2437.29350596344
"495",11262,2,2493.77878733768
"496",11262,3,1780.54119728446
"497",11262,4,1416.75945135394
"498",11262,5,356.568542494924
"499",11262,6,395.63961030679
"500",11279,1,1873.75440072005
"501",11279,2,1669.77164466276
"502",11279,3,994.433549546131
"503",11279,4,479.781745930521
"504",11279,5,693.722871427475
"505",11279,6,395.053823869163
"506",11280,1,724.450793488833
"507",11280,2,478.610173055267
"508",11285,1,4425.39105243397
"509",11285,2,1398.17366491631
"510",11285,3,625.237590053237
"511",11285,4,384.811183182043
"512",11285,5,485.781745930521
"513",11285,6,387.882250993909
"514",11286,1,4626.00122548924
"515",11286,2,3611.76868606988
"516",11286,3,1152.33304448274
"517",11286,4,411.882250993909
"518",11286,5,372.811183182043
"519",11286,6,332.568542494924
"520",11286,7,310.325901807805
"521",11292,1,2036.03867196752
"522",11292,2,1605.52900397564
"523",11292,3,927.563491861041
"524",11292,4,416.124891681028
"525",11292,5,282.669047558312
"526",11293,1,1267.0609665441
"527",11293,2,1288.85995641732
"528",11293,3,826.592929112564
"529",11293,4,378.225396744417
"530",11293,5,426.367532368148
"531",11293,6,452.124891681028
"532",11295,1,2320.36457377531
"533",11295,2,446.852813742386
"534",11295,3,277.254833995939
"535",11296,1,1548.6000717875
"536",11296,2,2174.32294321497
"537",11296,3,921.563491861041
"538",11296,4,1037.01933598376
"539",11296,5,1052.67619023325
"540",11296,6,583.237590053237
"541",11299,1,380.710678118655
"542",11299,2,368.568542494924
"543",11301,1,652.308657865102
"544",11301,2,462.367532368148
"545",11312,1,2090.48232278141
"546",11312,2,1141.504617358
"547",11313,1,652.308657865102
"548",11313,2,416.710678118655
"549",11313,3,426.953318805774
"550",11321,1,1738.98484809835
"551",11323,1,1893.95541084683
"552",11323,2,1683.22748878547
"553",11323,3,1079.01933598376
"554",11323,4,1211.88939366885
"555",11323,5,355.982756057297
"556",11323,6,283.254833995939
"557",11342,1,3090.08744520277
"558",11345,1,3287.92806563633
"559",11346,1,5124.12611717028
"560",11346,2,580.752308678998
"561",11351,1,7394.93434175956
"562",11351,2,436.468037431536
"563",11351,3,256.183766184074
"564",11351,4,423.296464556282
"565",11351,5,358.325901807805
"566",11351,6,249.01219330882
"567",11351,7,255.597979746447
"568",11352,1,4764.58701192687
"569",11352,2,3954.3372285648
"570",11352,3,2370.70771952582
"571",11352,4,1525.62950903902
"572",11352,5,551.923881554252
"573",11352,6,816.350288425445
"574",11352,7,500.852813742386
"575",11352,8,437.195959492894
"576",11352,9,466.610173055267
"577",11352,10,310.325901807805
"578",11352,11,325.840620433566
"579",11357,1,9908.95576978444
"580",11357,2,512.267027304759
"581",11357,3,535.681240867132
"582",11357,4,462.953318805774
"583",11357,5,304.911688245432
"584",11358,1,4033.06515062616
"585",11358,2,6122.27539546898
"586",11358,3,486.367532368148
"587",11358,4,345.154328932551
"588",11358,5,271.254833995939
"589",11358,6,280.183766184074
"590",11358,7,301.840620433566
"591",11358,8,258.526911934581
"592",11361,1,3386.69761825802
"593",11361,2,550.752308678998
"594",11364,1,2483.09249583667
"595",11364,2,657.137084989848
"596",11364,3,428.710678118655
"597",11368,1,3611.62655044616
"598",11368,2,3626.69761825802
"599",11368,3,2380.22243815158
"600",11372,1,2729.66103833158
"601",11372,2,464.124891681028
"602",11372,3,689.03657992646
"603",11372,4,568.752308678998
"604",11372,5,598.752308678998
"605",11372,6,360.225396744416
"606",11372,7,249.01219330882
"607",11373,1,3855.70981156683
"608",11373,2,548.40916292849
"609",11373,3,276.083261120685
"610",11373,4,249.01219330882
"611",11373,5,254.426406871193
"612",11374,1,4096.42048968548
"613",11374,2,4449.23167286753
"614",11374,3,611.480230740356
"615",11374,4,428.710678118655
"616",11375,1,6130.90281246695
"617",11375,2,1309.34523779156
"618",11375,3,620.551298552221
"619",11377,1,2731.86204845836
"620",11388,1,4866.14336111298
"621",11389,1,6553.08657865104
"622",11391,1,2136.28131265463
"623",11391,2,1249.0609665441
"624",11391,3,714.208152801714
"625",11391,4,301.840620433566
"626",11391,5,460.02438661764
"627",11391,6,288.669047558312
"628",11398,1,5289.19718498215
"629",11398,2,2379.19300090006
"630",11398,3,767.764501987818
"631",11398,4,1074.19090885901
"632",11398,5,653.480230740356
"633",11398,6,510.367532368148
"634",11398,7,286.911688245432
"635",11398,8,337.982756057297
"636",11398,9,270.669047558312
"637",11398,10,195.455844122716
"638",11413,1,1892.92597359531
"639",11413,2,1085.60512242138
"640",11413,3,800.249783362057
"641",11413,4,529.681240867132
"642",11414,1,6752.82669402122
"643",11414,2,2102.62445840514
"644",11415,1,6948.03989745682
"645",11427,1,4995.64083579604
"646",11427,2,776.693434175952
"647",11427,3,153.455844122716
"648",11429,1,2704.79098064649
"649",11432,1,3496.59711319463
"650",11433,1,3269.7859300126
"651",11433,2,539.923881554252
"652",11435,1,2917.84480451565
"653",11435,2,2103.21024484277
"654",11435,3,1380.75945135394
"655",11435,4,1258.13203435597
"656",11435,5,1063.504617358
"657",11435,6,612.65180361561
"658",11435,7,544.752308678998
"659",11435,8,476.852813742386
"660",11435,9,418.468037431536
"661",11435,10,259.840620433566
"662",11435,11,255.01219330882
"663",11436,1,4139.14841174684
"664",11436,2,1550.80108191428
"665",11438,1,2654.00418408209
"666",11438,2,521.923881554252
"667",11438,3,337.39696961967
"668",11445,1,3996.47936418853
"669",11445,2,881.906637611549
"670",11445,3,580.752308678998
"671",11445,4,429.296464556282
"672",11445,5,353.63961030679
"673",11446,1,5584.04999872455
"674",11454,1,5946.51803615609
"675",11454,2,6743.45411101919
"676",11454,3,571.095454429505
"677",11454,4,292.325901807805
"678",11454,5,233.355339059327
"679",11455,1,5428.35151391471
"680",11455,2,4010.23672350141
"681",11455,3,532.166522241371
"682",11455,4,286.325901807805
"683",11455,5,204.526911934581
"684",11456,1,1665.67113959937
"685",11456,2,1104.33304448274
"686",11456,3,1040.09040379562
"687",11456,4,277.254833995939
"688",11456,5,323.497474683059
"689",11458,1,3187.09963851158
"690",11458,2,2201.83766184073
"691",11458,3,1762.54119728446
"692",11458,4,752.107647738326
"693",11458,5,490.610173055267
"694",11458,6,519.438600180013
"695",11458,7,493.681240867132
"696",11458,8,270.669047558312
"697",11458,9,321.740115370178
"698",11460,1,568.752308678998
"699",11460,2,661.379725676968
"700",11460,3,561.580735803744
"701",11460,4,474.367532368148
"702",11460,5,434.710678118655
"703",11460,6,427.539105243401
"704",11460,7,365.053823869163
"705",11462,1,2341.73715677734
"706",11462,2,3111.60216382853
"707",11462,3,1851.95541084683
"708",11462,4,1672.25692603699
"709",11462,5,253.254833995939
"710",11463,1,3225.30064863836
"711",11463,2,231.597979746447
"712",11471,1,2962.33008588989
"713",11471,2,558.509667991879
"714",11471,3,327.154328932551
"715",11471,4,347.497474683058
"716",11786,1,1797.22748878547
"717",11787,1,8576.72323036506
"718",11787,2,1295.58787847868
"719",11787,3,1082.67619023325
"720",11787,4,627.580735803744
"721",11787,5,815.764501987818
"722",11787,6,824.835569799684
"723",11787,7,589.823376490863
"724",11787,8,545.923881554252
"725",11787,9,492.953318805774
"726",11787,10,384.225396744416
"727",11787,11,459.296464556282
"728",11787,12,259.254833995939
"729",11787,13,337.982756057297
"730",11787,14,349.39696961967
"731",11788,1,7881.0592334406
"732",11788,2,250.769552621701
"733",11788,3,330.811183182043
"734",11788,4,364.468037431536
"735",9388,1,2894.14631970582
"736",9388,2,1892.05591591022
"737",9388,3,316.325901807805
"738",9389,1,3234.22958082649
"739",9389,2,333.154328932551
"740",9390,1,1485.38686835191
"741",9390,2,735.722871427475
"742",9390,3,331.254833995939
"743",9401,1,2673.33513652378
"744",9402,1,4370.36161518244
"745",9402,2,444.811183182043
"746",9459,1,3382.31284194717
"747",9459,2,5279.82460198012
"748",9459,3,1881.65389565666
"749",9459,4,1212.47518010647
"750",9459,5,1438.70057685089
"751",9459,6,1073.16147160749
"752",9459,7,1060.43354954613
"753",9459,8,1035.8477631085
"754",9459,9,426.225396744416
"755",9459,10,411.296464556282
"756",9459,11,464.710678118655
"757",9459,12,376.468037431536
"758",9459,13,388.468037431536
"759",9459,14,490.610173055267
"760",9459,15,220.769552621701
"761",9460,1,8078.45620306028
"762",9460,2,4985.25605948519
"763",9460,3,2568.99199077328
"764",9460,4,585.580735803744
"765",9460,5,869.320851173922
"766",9460,6,708.793939239341
"767",9460,7,361.39696961967
"768",9460,8,337.982756057297
"769",9460,9,407.053823869163
"770",9460,10,215.941125496954
"771",9460,11,316.325901807805
"772",9462,1,3489.86919113328
"773",9462,2,621.580735803744
"774",9462,3,298.911688245432
"775",9462,4,320.568542494924
"776",9463,1,2533.43564158717
"777",9463,2,1602.45793616377
"778",9463,3,214.183766184074
"779",9465,1,6530.82669402121
"780",9465,2,1651.91378028649
"781",9465,3,462.953318805774
"782",9465,4,657.722871427475
"783",9465,5,553.823376490863
"784",9465,6,434.710678118655
"785",9468,1,4352.80526599634
"786",9468,2,1183.0609665441
"787",9468,3,679.237590053237
"788",9468,4,232.183766184074
"789",9468,5,348.811183182043
"790",9469,1,5848.92005640964
"791",9474,1,6014.41753109271
"792",9474,2,856.592929112564
"793",9475,1,7302.75057557548
"794",9475,2,536.852813742386
"795",9475,3,310.911688245432
"796",9481,1,4488.88852711703
"797",9481,2,1120.57568516986
"798",9481,3,741.279220613579
"799",9481,4,719.622366364087
"800",9481,5,658.308657865102
"801",9481,6,555.580735803744
"802",9481,7,547.095454429505
"803",9481,8,308.568542494924
"804",9482,1,4882.3860018001
"805",9482,2,1109.74725804512
"806",9482,3,316.325901807805
"807",9482,4,356.568542494924
"808",9482,5,286.183766184074
"809",9496,1,7859.54451481484
"810",9496,2,556.166522241371
"811",9496,3,271.840620433566
"812",9496,4,319.840620433566
"813",9496,5,331.39696961967
"814",9496,6,315.740115370178
"815",9497,1,8056.08867069213
"816",9497,2,962.391918985788
"817",9497,3,574.752308678998
"818",9497,4,193.698484809835
"819",9528,1,3703.2245301926
"820",9528,2,1460.35743110038
"821",9528,3,896.977705423415
"822",9528,4,484.02438661764
"823",9528,5,314.568542494924
"824",9528,6,270.669047558312
"825",9528,7,422.710678118655
"826",9528,8,458.124891681028
"827",9528,9,276.083261120685
"828",9529,1,3131.05800795124
"829",9529,2,827.178715550191
"830",9529,3,986.534054609519
"831",9529,4,642.65180361561
"832",9529,5,895.806132548161
"833",9529,6,536.267027304759
"834",9529,7,563.338095116625
"835",9529,8,432.367532368148
"836",9529,9,281.497474683058
"837",9529,10,242.426406871193
"838",9529,11,350.568542494924
"839",9529,12,348.811183182043
"840",9529,13,331.39696961967
"841",9530,1,8771.95367774335
"842",9530,2,300.083261120685
"843",9530,3,269.497474683058
"844",9530,4,245.355339059327
"845",9544,1,9065.91918985796
"846",9544,2,336.083261120685
"847",9544,3,294.083261120685
"848",9544,4,288.083261120685
"849",9544,5,264.083261120685
"850",9544,6,220.769552621701
"851",9544,7,260.426406871193
"852",9545,1,1326.6173157302
"853",9545,2,1197.54624791834
"854",9545,3,641.480230740356
"855",9545,4,355.39696961967
"856",9546,1,1699.18585822513
"857",9546,2,339.740115370178
"858",9549,1,9949.92633253292
"859",9549,2,317.497474683059
"860",9549,3,410.124891681028
"861",9550,1,7967.10086400095
"862",9550,2,501.438600180013
"863",9550,3,520.166522241371
"864",9665,1,2103.06810921904
"865",9667,1,8078.89985387417
"866",9667,2,334.325901807805
"867",9668,1,7417.33636201312
"868",9668,2,960.634559672907
"869",9683,1,16778.895162178
"870",9683,2,1267.78888860546
"871",9683,3,936.04877323528
"872",9683,4,789.42135623731
"873",9683,5,526.02438661764
"874",9683,6,478.610173055267
"875",9683,7,433.539105243401
"876",9683,8,265.840620433566
"877",9683,9,300.669047558312
"878",9683,10,304.325901807805
"879",9684,1,9561.87755929762
"880",9684,2,417.296464556282
"881",9684,3,235.840620433566
"882",9685,1,3512.85699782445
"883",9685,2,2273.97979746446
"884",9685,3,3093.4600282048
"885",9685,4,626.40916292849
"886",9685,5,389.63961030679
"887",9685,6,357.740115370178
"888",9685,7,312.669047558312
"889",9685,8,247.840620433566
"890",9689,1,2015.41125496955
"891",9689,2,1643.87214972614
"892",9689,3,791.178715550191
"893",9689,4,396.225396744416
"894",9689,5,370.911688245432
"895",9689,6,221.355339059327
"896",9689,7,307.254833995939
"897",9689,8,292.325901807805
"898",9692,1,6049.10382259372
"899",9692,2,557.338095116625
"900",9692,3,502.610173055267
"901",9692,4,381.882250993909
"902",9692,5,250.769552621701
"903",9701,1,5469.48145622962
"904",9701,2,510.367532368148
"905",9701,3,432.953318805774
"906",9706,1,7580.06428407448
"907",9706,2,666.793939239341
