"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10395",1,5,25,0.00896057347670251,32.9467184013615
"2","10395",1,10,25,0.00896057347670251,32.980503767039
"3","10395",1,25,25,0.00896057347670251,33.2864242460334
"4","10395",1,50,25,0.00896057347670251,33.4703789731685
"5","10395",1,100,25,0.00896057347670251,33.6038263132763
"6","10395",1,150,25,0.00896057347670251,33.2347914455742
"7","10395",1,200,25,0.00896057347670251,34.3143367694607
"8","10395",1,250,25,0.00896057347670251,32.9494373179539
"9","10395",1,300,25,0.00896057347670251,30.6762849381668
"10","10395",1,350,25,0.00896057347670251,32.9549633537207
"11","10395",1,400,25,0.00896057347670251,33.9167652114581
"12","10395",1,500,25,0.00896057347670251,36.3792662955178
"13","10395",1,600,25,0.00896057347670251,33.560661294847
