"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10126",1,5,23,0.00577164366373902,33.7585113853513
"2","10126",1,10,23,0.00577164366373902,33.8240780203545
"3","10126",1,25,23,0.00577164366373902,33.9776088723546
"4","10126",1,50,23,0.00577164366373902,34.2462579578247
"5","10126",1,100,23,0.00577164366373902,33.8809508886582
"6","10126",1,150,23,0.00577164366373902,35.3376532627493
"7","10126",1,200,23,0.00577164366373902,33.7467261517071
"8","10126",1,250,23,0.00577164366373902,33.6897192151965
"9","10126",1,300,23,0.00577164366373902,34.2075176577071
"10","10126",1,350,23,0.00577164366373902,31.7711357637067
"11","10126",1,400,23,0.00577164366373902,33.7764130375484
"12","10126",1,500,23,0.00577164366373902,32.2062222408837
"13","10126",1,600,23,0.00577164366373902,37.0557096931104
