"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11458",1,5,15,0.00496360026472535,33.0657218302234
"2","11458",1,10,15,0.00496360026472535,33.1724480504439
"3","11458",1,25,15,0.00496360026472535,33.346007264458
"4","11458",1,50,15,0.00496360026472535,33.3396525366799
"5","11458",1,100,15,0.00496360026472535,33.8375592436859
"6","11458",1,150,15,0.00496360026472535,33.1288459868391
"7","11458",1,200,15,0.00496360026472535,34.2712627856251
"8","11458",1,250,15,0.00496360026472535,33.2427854911284
"9","11458",1,300,15,0.00496360026472535,33.2130114663725
"10","11458",1,350,15,0.00496360026472535,35.3057810001804
"11","11458",1,400,15,0.00496360026472535,36.5686800382894
"12","11458",1,500,15,0.00496360026472535,35.6378849588493
"13","11458",1,600,15,0.00496360026472535,32.8948089077695
