"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11221",1,5,13,0.0037989479836353,32.2111990606545
"2","11221",1,10,13,0.0037989479836353,32.3006372610548
"3","11221",1,25,13,0.0037989479836353,32.4572152972902
"4","11221",1,50,13,0.0037989479836353,32.3865538641938
"5","11221",1,100,13,0.0037989479836353,32.4271184118143
"6","11221",1,150,13,0.0037989479836353,33.068182585318
"7","11221",1,200,13,0.0037989479836353,31.8116387487526
"8","11221",1,250,13,0.0037989479836353,32.7913931972839
"9","11221",1,300,13,0.0037989479836353,32.1900371249188
"10","11221",1,350,13,0.0037989479836353,33.469534970035
"11","11221",1,400,13,0.0037989479836353,32.2736546640975
"12","11221",1,500,13,0.0037989479836353,35.1891502245138
"13","11221",1,600,13,0.0037989479836353,34.9586074341241
