"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11110",1,5,9,0.00100323263850184,34.4606375959336
"2","11110",1,10,9,0.00100323263850184,34.4766635421217
"3","11110",1,25,9,0.00100323263850184,34.5368819028414
"4","11110",1,50,9,0.00100323263850184,34.5082803245548
"5","11110",1,100,9,0.00100323263850184,34.9030605297371
"6","11110",1,150,9,0.00100323263850184,34.500842634174
"7","11110",1,200,9,0.00100323263850184,34.9822908096846
"8","11110",1,250,9,0.00100323263850184,34.2844937555312
"9","11110",1,300,9,0.00100323263850184,35.2405072846657
"10","11110",1,350,9,0.00100323263850184,35.4323259701726
"11","11110",1,400,9,0.00100323263850184,34.2399042770039
"12","11110",1,500,9,0.00100323263850184,34.0608639684481
"13","11110",1,600,9,0.00100323263850184,34.9275371975472
