"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11313",1,5,13,0.0209339774557166,30.1803008881883
"2","11313",1,10,13,0.0209339774557166,30.3591738012649
"3","11313",1,25,13,0.0209339774557166,31.2866470902795
"4","11313",1,50,13,0.0209339774557166,31.2624345472121
"5","11313",1,100,13,0.0209339774557166,32.0854087019403
"6","11313",1,150,13,0.0209339774557166,33.5566331108021
"7","11313",1,200,13,0.0209339774557166,30.9963933634624
"8","11313",1,250,13,0.0209339774557166,19.7150978345384
"9","11313",1,300,13,0.0209339774557166,31.086111869988
"10","11313",1,350,13,0.0209339774557166,33.8758336073748
"11","11313",1,400,13,0.0209339774557166,38.227292894054
"12","11313",1,500,13,0.0209339774557166,23.0575266920566
"13","11313",1,600,13,0.0209339774557166,27.669032030468
