"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11388",1,5,11,0.00237889273356401,32.4605291710135
"2","11388",1,10,11,0.00237889273356401,32.5129964886911
"3","11388",1,25,11,0.00237889273356401,32.6120180068777
"4","11388",1,50,11,0.00237889273356401,32.6129339035708
"5","11388",1,100,11,0.00237889273356401,32.9094502386687
"6","11388",1,150,11,0.00237889273356401,33.1066432295598
"7","11388",1,200,11,0.00237889273356401,33.9417430983806
"8","11388",1,250,11,0.00237889273356401,30.7830590322493
"9","11388",1,300,11,0.00237889273356401,31.2974035969664
"10","11388",1,350,11,0.00237889273356401,30.0281169413083
"11","11388",1,400,11,0.00237889273356401,36.9546472492692
"12","11388",1,500,11,0.00237889273356401,31.928891530364
"13","11388",1,600,11,0.00237889273356401,35.8299802159176
