"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11286",1,5,23,0.00524156791248861,32.9376826826257
"2","11286",1,10,23,0.00524156791248861,32.9723062445971
"3","11286",1,25,23,0.00524156791248861,33.2071291557584
"4","11286",1,50,23,0.00524156791248861,33.4534227229109
"5","11286",1,100,23,0.00524156791248861,33.591605478097
"6","11286",1,150,23,0.00524156791248861,32.7282691542792
"7","11286",1,200,23,0.00524156791248861,34.4499745737389
"8","11286",1,250,23,0.00524156791248861,35.2747956124471
"9","11286",1,300,23,0.00524156791248861,34.5838925874852
"10","11286",1,350,23,0.00524156791248861,34.7978585717018
"11","11286",1,400,23,0.00524156791248861,34.1431530238609
"12","11286",1,500,23,0.00524156791248861,35.1101992913408
"13","11286",1,600,23,0.00524156791248861,32.9809198857694
