"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11391",1,5,21,0.0103448275862069,31.9247087356479
"2","11391",1,10,21,0.0103448275862069,31.9770800799577
"3","11391",1,25,21,0.0103448275862069,32.2543721633529
"4","11391",1,50,21,0.0103448275862069,32.6680635443406
"5","11391",1,100,21,0.0103448275862069,31.9530089966503
"6","11391",1,150,21,0.0103448275862069,33.4313206449162
"7","11391",1,200,21,0.0103448275862069,30.7615483983778
"8","11391",1,250,21,0.0103448275862069,32.3238564865253
"9","11391",1,300,21,0.0103448275862069,32.7652674394256
"10","11391",1,350,21,0.0103448275862069,32.6226604747809
"11","11391",1,400,21,0.0103448275862069,29.2400132291347
"12","11391",1,500,21,0.0103448275862069,32.2595711460743
"13","11391",1,600,21,0.0103448275862069,26.3272172275385
