"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10409",1,5,31,0.00369928400954654,34.5607581388849
"2","10409",1,10,31,0.00369928400954654,34.576138476884
"3","10409",1,25,31,0.00369928400954654,34.6641568618081
"4","10409",1,50,31,0.00369928400954654,34.8012429526392
"5","10409",1,100,31,0.00369928400954654,34.732512295324
"6","10409",1,150,31,0.00369928400954654,34.8540250817267
"7","10409",1,200,31,0.00369928400954654,35.1580518994398
"8","10409",1,250,31,0.00369928400954654,34.4409758380315
"9","10409",1,300,31,0.00369928400954654,34.030218337621
"10","10409",1,350,31,0.00369928400954654,33.3717795032285
"11","10409",1,400,31,0.00369928400954654,34.4970480024966
"12","10409",1,500,31,0.00369928400954654,33.1593640684468
"13","10409",1,600,31,0.00369928400954654,33.5832487676803
