"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9543",1,5,23,0.00334740212487265,33.8775510065315
"2","9543",1,10,23,0.00334740212487265,33.8895419944249
"3","9543",1,25,23,0.00334740212487265,33.9972024138013
"4","9543",1,50,23,0.00334740212487265,34.012144703566
"5","9543",1,100,23,0.00334740212487265,34.3929680699238
"6","9543",1,150,23,0.00334740212487265,34.4270054608587
"7","9543",1,200,23,0.00334740212487265,33.8747885908045
"8","9543",1,250,23,0.00334740212487265,32.8649694988621
"9","9543",1,300,23,0.00334740212487265,34.7541150163056
"10","9543",1,350,23,0.00334740212487265,35.5569715935279
"11","9543",1,400,23,0.00334740212487265,34.0195547652525
"12","9543",1,500,23,0.00334740212487265,33.4747349728952
"13","9543",1,600,23,0.00334740212487265,33.486402227387
