"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9545",1,5,19,0.0150435471100554,31.9257443725588
"2","9545",1,10,19,0.0150435471100554,32.1565548266352
"3","9545",1,25,19,0.0150435471100554,32.7170712220079
"4","9545",1,50,19,0.0150435471100554,32.793780493178
"5","9545",1,100,19,0.0150435471100554,34.3723380792323
"6","9545",1,150,19,0.0150435471100554,29.5456907500085
"7","9545",1,200,19,0.0150435471100554,30.5481913611833
"8","9545",1,250,19,0.0150435471100554,33.9923891949367
"9","9545",1,300,19,0.0150435471100554,29.9372584634919
"10","9545",1,350,19,0.0150435471100554,33.6537233784192
"11","9545",1,400,19,0.0150435471100554,31.3789759682307
"12","9545",1,500,19,0.0150435471100554,40.8877052394166
"13","9545",1,600,19,0.0150435471100554,31.4514437417973
