"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10028",1,5,19,0.00712410948631421,33.568238935433
"2","10028",1,10,19,0.00712410948631421,33.6306820161448
"3","10028",1,25,19,0.00712410948631421,33.8446247205324
"4","10028",1,50,19,0.00712410948631421,33.7518602665731
"5","10028",1,100,19,0.00712410948631421,34.3193412813525
"6","10028",1,150,19,0.00712410948631421,33.5482857269563
"7","10028",1,200,19,0.00712410948631421,32.8626504275582
"8","10028",1,250,19,0.00712410948631421,33.2597942303398
"9","10028",1,300,19,0.00712410948631421,32.5886480210791
"10","10028",1,350,19,0.00712410948631421,35.0771848802927
"11","10028",1,400,19,0.00712410948631421,35.4400661465708
"12","10028",1,500,19,0.00712410948631421,27.4612395061115
"13","10028",1,600,19,0.00712410948631421,29.9275426281083
