"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10171",1,5,11,0.0057742782152231,31.7218982009631
"2","10171",1,10,11,0.0057742782152231,31.8241606762222
"3","10171",1,25,11,0.0057742782152231,32.1856976266019
"4","10171",1,50,11,0.0057742782152231,32.442927173836
"5","10171",1,100,11,0.0057742782152231,32.6154656667624
"6","10171",1,150,11,0.0057742782152231,32.6858926134741
"7","10171",1,200,11,0.0057742782152231,34.3378604960552
"8","10171",1,250,11,0.0057742782152231,35.6426142583176
"9","10171",1,300,11,0.0057742782152231,31.0137646370394
"10","10171",1,350,11,0.0057742782152231,28.785740553575
"11","10171",1,400,11,0.0057742782152231,33.1568755576667
"12","10171",1,500,11,0.0057742782152231,33.3713236392433
"13","10171",1,600,11,0.0057742782152231,29.6459976874115
