"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9546",1,5,9,0.00555898702903027,33.5790511876824
"2","9546",1,10,9,0.00555898702903027,33.6952682227466
"3","9546",1,25,9,0.00555898702903027,34.1650374959384
"4","9546",1,50,9,0.00555898702903027,34.2095869439915
"5","9546",1,100,9,0.00555898702903027,33.8690104292442
"6","9546",1,150,9,0.00555898702903027,35.3042047288112
"7","9546",1,200,9,0.00555898702903027,33.724580698468
"8","9546",1,250,9,0.00555898702903027,33.4715788304376
"9","9546",1,300,9,0.00555898702903027,30.9331199643399
"10","9546",1,350,9,0.00555898702903027,41.0814953070768
"11","9546",1,400,9,0.00555898702903027,34.3592679059984
"12","9546",1,500,9,0.00555898702903027,33.2158023965591
"13","9546",1,600,9,0.00555898702903027,35.0071829224314
