"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10939",1,5,9,0.00433734939759036,31.4703511526986
"2","10939",1,10,9,0.00433734939759036,31.6406642982526
"3","10939",1,25,9,0.00433734939759036,31.8202455705055
"4","10939",1,50,9,0.00433734939759036,32.6837976559683
"5","10939",1,100,9,0.00433734939759036,33.1796144664185
"6","10939",1,150,9,0.00433734939759036,32.2215512141123
"7","10939",1,200,9,0.00433734939759036,31.3850135863146
"8","10939",1,250,9,0.00433734939759036,30.7559570131358
"9","10939",1,300,9,0.00433734939759036,32.5205540897397
"10","10939",1,350,9,0.00433734939759036,31.1138543629594
"11","10939",1,400,9,0.00433734939759036,33.3983707010987
"12","10939",1,500,9,0.00433734939759036,30.9426063645994
"13","10939",1,600,9,0.00433734939759036,30.321588541682
