"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11004",1,5,51,0.00598943041691133,33.9553995721305
"2","11004",1,10,51,0.00598943041691133,33.9984032503255
"3","11004",1,25,51,0.00598943041691133,34.0645269322471
"4","11004",1,50,51,0.00598943041691133,34.0905602919904
"5","11004",1,100,51,0.00598943041691133,33.9571225951175
"6","11004",1,150,51,0.00598943041691133,34.2758069046921
"7","11004",1,200,51,0.00598943041691133,34.4926116454334
"8","11004",1,250,51,0.00598943041691133,33.8692413382998
"9","11004",1,300,51,0.00598943041691133,33.0805421854359
"10","11004",1,350,51,0.00598943041691133,34.2084143797011
"11","11004",1,400,51,0.00598943041691133,33.0421990053014
"12","11004",1,500,51,0.00598943041691133,32.9387182337656
"13","11004",1,600,51,0.00598943041691133,34.5069510160356
