"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11342",1,5,5,0.00170241743275451,31.9546443130533
"2","11342",1,10,5,0.00170241743275451,32.0080752224863
"3","11342",1,25,5,0.00170241743275451,32.2247824241941
"4","11342",1,50,5,0.00170241743275451,32.6375519486105
"5","11342",1,100,5,0.00170241743275451,32.39096885914
"6","11342",1,150,5,0.00170241743275451,32.6745084347399
"7","11342",1,200,5,0.00170241743275451,33.6331619329715
"8","11342",1,250,5,0.00170241743275451,34.6047560344498
"9","11342",1,300,5,0.00170241743275451,32.5659411496938
"10","11342",1,350,5,0.00170241743275451,33.4373504543167
"11","11342",1,400,5,0.00170241743275451,33.0039473352708
"12","11342",1,500,5,0.00170241743275451,35.0752313569498
"13","11342",1,600,5,0.00170241743275451,31.5472147441029
