"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10027",1,5,21,0.00875,34.3061333240842
"2","10027",1,10,21,0.00875,34.3668267986031
"3","10027",1,25,21,0.00875,34.5969266684272
"4","10027",1,50,21,0.00875,34.99962285806
"5","10027",1,100,21,0.00875,34.9209201407072
"6","10027",1,150,21,0.00875,34.8211762446866
"7","10027",1,200,21,0.00875,34.2174384115552
"8","10027",1,250,21,0.00875,38.4527672196137
"9","10027",1,300,21,0.00875,34.4121664166704
"10","10027",1,350,21,0.00875,35.8049652190574
"11","10027",1,400,21,0.00875,33.995465346757
"12","10027",1,500,21,0.00875,38.7144468841597
"13","10027",1,600,21,0.00875,33.9202665676685
