"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10894",1,5,39,0.010464180305876,34.1735786138126
"2","10894",1,10,39,0.010464180305876,34.2412498250022
"3","10894",1,25,39,0.010464180305876,34.4430168809186
"4","10894",1,50,39,0.010464180305876,34.8372845019046
"5","10894",1,100,39,0.010464180305876,34.1598769914494
"6","10894",1,150,39,0.010464180305876,35.0051636700842
"7","10894",1,200,39,0.010464180305876,33.9346845861791
"8","10894",1,250,39,0.010464180305876,35.6343170045941
"9","10894",1,300,39,0.010464180305876,34.0508288884417
"10","10894",1,350,39,0.010464180305876,35.5729492747784
"11","10894",1,400,39,0.010464180305876,31.6652724365206
"12","10894",1,500,39,0.010464180305876,33.4337655044493
"13","10894",1,600,39,0.010464180305876,32.8001972680513
