"","L_ppi","Method","bs","state","state_ind"
"1039",98,"MAP","0.00001","maryland",19
"1040",103,"MAP","0.00001","maryland",19
"1041",116,"MAP","0.00001","maryland",19
"1042",121,"MAP","0.00001","maryland",19
"1043",132,"MAP","0.00001","maryland",19
"1044",140,"MAP","0.00001","maryland",19
"1045",146,"MAP","0.00001","maryland",19
"1046",159,"MAP","0.00001","maryland",19
"1047",168,"MAP","0.00001","maryland",19
"1048",175,"MAP","0.00001","maryland",19
"1049",181,"MAP","0.00001","maryland",19
"1050",185,"MAP","0.00001","maryland",19
"1051",196,"MAP","0.00001","maryland",19
"1052",203,"MAP","0.00001","maryland",19
"1053",210,"MAP","0.00001","maryland",19
"1054",216,"MAP","0.00001","maryland",19
"1055",219,"MAP","0.00001","maryland",19
"1056",238,"MAP","0.00001","maryland",19
"1057",243,"MAP","0.00001","maryland",19
"1058",247,"MAP","0.00001","maryland",19
"1059",266,"MAP","0.00001","maryland",19
"1060",278,"MAP","0.00001","maryland",19
"1061",285,"MAP","0.00001","maryland",19
"1062",304,"MAP","0.00001","maryland",19
"1063",318,"MAP","0.00001","maryland",19
"1064",324,"MAP","0.00001","maryland",19
"1065",343,"MAP","0.00001","maryland",19
"1066",359,"MAP","0.00001","maryland",19
"1067",374,"MAP","0.00001","maryland",19
"1068",379,"MAP","0.00001","maryland",19
"1069",392,"MAP","0.00001","maryland",19
"1070",403,"MAP","0.00001","maryland",19
"1071",410,"MAP","0.00001","maryland",19
"1072",415,"MAP","0.00001","maryland",19
"1073",449,"MAP","0.00001","maryland",19
"1074",451,"MAP","0.00001","maryland",19
"1075",462,"MAP","0.00001","maryland",19
"1076",465,"MAP","0.00001","maryland",19
"1077",481,"MAP","0.00001","maryland",19
"1078",491,"MAP","0.00001","maryland",19
"1079",497,"MAP","0.00001","maryland",19
"1080",2,"MAP","0.01","massachusetts",20
"1081",8,"MAP","0.01","massachusetts",20
"1082",120,"MAP","0.01","massachusetts",20
"1083",2,"MAP","0.001","massachusetts",20
"1084",4,"MAP","0.001","massachusetts",20
"1085",22,"MAP","0.001","massachusetts",20
"1086",30,"MAP","0.001","massachusetts",20
"1087",46,"MAP","0.001","massachusetts",20
"1088",86,"MAP","0.001","massachusetts",20
"1089",89,"MAP","0.001","massachusetts",20
"1090",118,"MAP","0.001","massachusetts",20
"1091",163,"MAP","0.001","massachusetts",20
"1092",173,"MAP","0.001","massachusetts",20
"1093",1,"MAP","0.0001","massachusetts",20
"1094",5,"MAP","0.0001","massachusetts",20
"1095",6,"MAP","0.0001","massachusetts",20
"1096",18,"MAP","0.0001","massachusetts",20
"1097",32,"MAP","0.0001","massachusetts",20
"1098",34,"MAP","0.0001","massachusetts",20
"1099",48,"MAP","0.0001","massachusetts",20
"1100",61,"MAP","0.0001","massachusetts",20
"1101",84,"MAP","0.0001","massachusetts",20
"1102",88,"MAP","0.0001","massachusetts",20
"1103",96,"MAP","0.0001","massachusetts",20
"1104",111,"MAP","0.0001","massachusetts",20
"1105",119,"MAP","0.0001","massachusetts",20
"1106",138,"MAP","0.0001","massachusetts",20
"1107",143,"MAP","0.0001","massachusetts",20
"1108",161,"MAP","0.0001","massachusetts",20
"1109",173,"MAP","0.0001","massachusetts",20
"1110",1,"MAP","0.00001","massachusetts",20
"1111",5,"MAP","0.00001","massachusetts",20
"1112",9,"MAP","0.00001","massachusetts",20
"1113",12,"MAP","0.00001","massachusetts",20
"1114",18,"MAP","0.00001","massachusetts",20
"1115",28,"MAP","0.00001","massachusetts",20
"1116",31,"MAP","0.00001","massachusetts",20
"1117",36,"MAP","0.00001","massachusetts",20
"1118",39,"MAP","0.00001","massachusetts",20
"1119",46,"MAP","0.00001","massachusetts",20
"1120",52,"MAP","0.00001","massachusetts",20
"1121",61,"MAP","0.00001","massachusetts",20
"1122",69,"MAP","0.00001","massachusetts",20
"1123",75,"MAP","0.00001","massachusetts",20
"1124",85,"MAP","0.00001","massachusetts",20
"1125",89,"MAP","0.00001","massachusetts",20
"1126",97,"MAP","0.00001","massachusetts",20
"1127",103,"MAP","0.00001","massachusetts",20
"1128",107,"MAP","0.00001","massachusetts",20
"1129",111,"MAP","0.00001","massachusetts",20
"1130",114,"MAP","0.00001","massachusetts",20
"1131",121,"MAP","0.00001","massachusetts",20
"1132",125,"MAP","0.00001","massachusetts",20
"1133",131,"MAP","0.00001","massachusetts",20
"1134",137,"MAP","0.00001","massachusetts",20
"1135",142,"MAP","0.00001","massachusetts",20
"1136",144,"MAP","0.00001","massachusetts",20
"1137",156,"MAP","0.00001","massachusetts",20
"1138",161,"MAP","0.00001","massachusetts",20
"1139",165,"MAP","0.00001","massachusetts",20
"1140",169,"MAP","0.00001","massachusetts",20
"1141",173,"MAP","0.00001","massachusetts",20
"1142",1,"MAP","0.01","minnesota",21
"1143",78,"MAP","0.01","minnesota",21
"1144",79,"MAP","0.01","minnesota",21
"1145",189,"MAP","0.01","minnesota",21
"1146",218,"MAP","0.01","minnesota",21
"1147",273,"MAP","0.01","minnesota",21
"1148",1,"MAP","0.001","minnesota",21
"1149",2,"MAP","0.001","minnesota",21
"1150",78,"MAP","0.001","minnesota",21
"1151",85,"MAP","0.001","minnesota",21
"1152",95,"MAP","0.001","minnesota",21
"1153",188,"MAP","0.001","minnesota",21
"1154",201,"MAP","0.001","minnesota",21
"1155",233,"MAP","0.001","minnesota",21
"1156",267,"MAP","0.001","minnesota",21
"1157",1,"MAP","0.0001","minnesota",21
"1158",3,"MAP","0.0001","minnesota",21
"1159",8,"MAP","0.0001","minnesota",21
"1160",18,"MAP","0.0001","minnesota",21
"1161",78,"MAP","0.0001","minnesota",21
"1162",85,"MAP","0.0001","minnesota",21
"1163",97,"MAP","0.0001","minnesota",21
"1164",122,"MAP","0.0001","minnesota",21
"1165",159,"MAP","0.0001","minnesota",21
"1166",166,"MAP","0.0001","minnesota",21
"1167",187,"MAP","0.0001","minnesota",21
"1168",190,"MAP","0.0001","minnesota",21
"1169",201,"MAP","0.0001","minnesota",21
"1170",204,"MAP","0.0001","minnesota",21
"1171",212,"MAP","0.0001","minnesota",21
"1172",235,"MAP","0.0001","minnesota",21
"1173",264,"MAP","0.0001","minnesota",21
"1174",272,"MAP","0.0001","minnesota",21
"1175",1,"MAP","0.00001","minnesota",21
"1176",5,"MAP","0.00001","minnesota",21
"1177",9,"MAP","0.00001","minnesota",21
"1178",18,"MAP","0.00001","minnesota",21
"1179",24,"MAP","0.00001","minnesota",21
"1180",33,"MAP","0.00001","minnesota",21
"1181",49,"MAP","0.00001","minnesota",21
"1182",56,"MAP","0.00001","minnesota",21
"1183",78,"MAP","0.00001","minnesota",21
"1184",79,"MAP","0.00001","minnesota",21
"1185",80,"MAP","0.00001","minnesota",21
"1186",87,"MAP","0.00001","minnesota",21
"1187",96,"MAP","0.00001","minnesota",21
"1188",106,"MAP","0.00001","minnesota",21
"1189",116,"MAP","0.00001","minnesota",21
"1190",134,"MAP","0.00001","minnesota",21
"1191",138,"MAP","0.00001","minnesota",21
"1192",158,"MAP","0.00001","minnesota",21
"1193",169,"MAP","0.00001","minnesota",21
"1194",173,"MAP","0.00001","minnesota",21
"1195",186,"MAP","0.00001","minnesota",21
"1196",193,"MAP","0.00001","minnesota",21
"1197",201,"MAP","0.00001","minnesota",21
"1198",203,"MAP","0.00001","minnesota",21
"1199",212,"MAP","0.00001","minnesota",21
"1200",217,"MAP","0.00001","minnesota",21
"1201",223,"MAP","0.00001","minnesota",21
"1202",225,"MAP","0.00001","minnesota",21
"1203",236,"MAP","0.00001","minnesota",21
"1204",252,"MAP","0.00001","minnesota",21
"1205",264,"MAP","0.00001","minnesota",21
"1206",273,"MAP","0.00001","minnesota",21
"1207",1,"MAP","0.01","mississippi",22
"1208",12,"MAP","0.01","mississippi",22
"1209",79,"MAP","0.01","mississippi",22
"1210",252,"MAP","0.01","mississippi",22
"1211",325,"MAP","0.01","mississippi",22
"1212",1,"MAP","0.001","mississippi",22
"1213",10,"MAP","0.001","mississippi",22
"1214",59,"MAP","0.001","mississippi",22
"1215",75,"MAP","0.001","mississippi",22
"1216",77,"MAP","0.001","mississippi",22
"1217",151,"MAP","0.001","mississippi",22
"1218",239,"MAP","0.001","mississippi",22
"1219",325,"MAP","0.001","mississippi",22
"1220",1,"MAP","0.0001","mississippi",22
"1221",11,"MAP","0.0001","mississippi",22
"1222",46,"MAP","0.0001","mississippi",22
"1223",55,"MAP","0.0001","mississippi",22
"1224",68,"MAP","0.0001","mississippi",22
"1225",75,"MAP","0.0001","mississippi",22
"1226",77,"MAP","0.0001","mississippi",22
"1227",101,"MAP","0.0001","mississippi",22
"1228",148,"MAP","0.0001","mississippi",22
"1229",154,"MAP","0.0001","mississippi",22
"1230",242,"MAP","0.0001","mississippi",22
"1231",325,"MAP","0.0001","mississippi",22
"1232",4,"MAP","0.00001","mississippi",22
"1233",9,"MAP","0.00001","mississippi",22
"1234",12,"MAP","0.00001","mississippi",22
"1235",35,"MAP","0.00001","mississippi",22
"1236",48,"MAP","0.00001","mississippi",22
"1237",56,"MAP","0.00001","mississippi",22
"1238",69,"MAP","0.00001","mississippi",22
"1239",74,"MAP","0.00001","mississippi",22
"1240",78,"MAP","0.00001","mississippi",22
"1241",100,"MAP","0.00001","mississippi",22
"1242",102,"MAP","0.00001","mississippi",22
"1243",134,"MAP","0.00001","mississippi",22
"1244",140,"MAP","0.00001","mississippi",22
"1245",147,"MAP","0.00001","mississippi",22
"1246",156,"MAP","0.00001","mississippi",22
"1247",160,"MAP","0.00001","mississippi",22
"1248",177,"MAP","0.00001","mississippi",22
"1249",182,"MAP","0.00001","mississippi",22
"1250",188,"MAP","0.00001","mississippi",22
"1251",204,"MAP","0.00001","mississippi",22
"1252",208,"MAP","0.00001","mississippi",22
"1253",213,"MAP","0.00001","mississippi",22
"1254",218,"MAP","0.00001","mississippi",22
"1255",223,"MAP","0.00001","mississippi",22
"1256",228,"MAP","0.00001","mississippi",22
"1257",241,"MAP","0.00001","mississippi",22
"1258",244,"MAP","0.00001","mississippi",22
"1259",276,"MAP","0.00001","mississippi",22
"1260",293,"MAP","0.00001","mississippi",22
"1261",301,"MAP","0.00001","mississippi",22
"1262",305,"MAP","0.00001","mississippi",22
"1263",309,"MAP","0.00001","mississippi",22
"1264",323,"MAP","0.00001","mississippi",22
"1265",1,"MAP","0.01","missouri",23
"1266",2,"MAP","0.01","missouri",23
"1267",122,"MAP","0.01","missouri",23
"1268",191,"MAP","0.01","missouri",23
"1269",196,"MAP","0.01","missouri",23
"1270",1,"MAP","0.001","missouri",23
"1271",2,"MAP","0.001","missouri",23
"1272",114,"MAP","0.001","missouri",23
"1273",154,"MAP","0.001","missouri",23
"1274",191,"MAP","0.001","missouri",23
"1275",197,"MAP","0.001","missouri",23
"1276",1,"MAP","0.0001","missouri",23
"1277",4,"MAP","0.0001","missouri",23
"1278",18,"MAP","0.0001","missouri",23
"1279",32,"MAP","0.0001","missouri",23
"1280",36,"MAP","0.0001","missouri",23
"1281",46,"MAP","0.0001","missouri",23
"1282",61,"MAP","0.0001","missouri",23
"1283",81,"MAP","0.0001","missouri",23
"1284",93,"MAP","0.0001","missouri",23
"1285",109,"MAP","0.0001","missouri",23
"1286",123,"MAP","0.0001","missouri",23
"1287",137,"MAP","0.0001","missouri",23
"1288",159,"MAP","0.0001","missouri",23
"1289",166,"MAP","0.0001","missouri",23
"1290",174,"MAP","0.0001","missouri",23
"1291",191,"MAP","0.0001","missouri",23
"1292",197,"MAP","0.0001","missouri",23
"1293",210,"MAP","0.0001","missouri",23
"1294",221,"MAP","0.0001","missouri",23
"1295",231,"MAP","0.0001","missouri",23
"1296",3,"MAP","0.00001","missouri",23
"1297",8,"MAP","0.00001","missouri",23
"1298",12,"MAP","0.00001","missouri",23
"1299",19,"MAP","0.00001","missouri",23
"1300",30,"MAP","0.00001","missouri",23
"1301",38,"MAP","0.00001","missouri",23
"1302",43,"MAP","0.00001","missouri",23
"1303",47,"MAP","0.00001","missouri",23
"1304",61,"MAP","0.00001","missouri",23
"1305",81,"MAP","0.00001","missouri",23
"1306",95,"MAP","0.00001","missouri",23
"1307",107,"MAP","0.00001","missouri",23
"1308",122,"MAP","0.00001","missouri",23
"1309",130,"MAP","0.00001","missouri",23
"1310",133,"MAP","0.00001","missouri",23
"1311",159,"MAP","0.00001","missouri",23
"1312",165,"MAP","0.00001","missouri",23
"1313",173,"MAP","0.00001","missouri",23
"1314",177,"MAP","0.00001","missouri",23
"1315",191,"MAP","0.00001","missouri",23
"1316",199,"MAP","0.00001","missouri",23
"1317",202,"MAP","0.00001","missouri",23
"1318",211,"MAP","0.00001","missouri",23
"1319",221,"MAP","0.00001","missouri",23
"1320",233,"MAP","0.00001","missouri",23
"1321",247,"MAP","0.00001","missouri",23
"1322",1,"MAP","0.01","montana",24
"1323",2,"MAP","0.01","montana",24
"1324",41,"MAP","0.01","montana",24
"1325",141,"MAP","0.01","montana",24
"1326",1,"MAP","0.001","montana",24
"1327",4,"MAP","0.001","montana",24
"1328",46,"MAP","0.001","montana",24
"1329",141,"MAP","0.001","montana",24
"1330",1,"MAP","0.0001","montana",24
"1331",4,"MAP","0.0001","montana",24
"1332",15,"MAP","0.0001","montana",24
"1333",45,"MAP","0.0001","montana",24
"1334",69,"MAP","0.0001","montana",24
"1335",78,"MAP","0.0001","montana",24
"1336",104,"MAP","0.0001","montana",24
"1337",114,"MAP","0.0001","montana",24
"1338",140,"MAP","0.0001","montana",24
"1339",142,"MAP","0.0001","montana",24
"1340",1,"MAP","0.00001","montana",24
"1341",4,"MAP","0.00001","montana",24
"1342",7,"MAP","0.00001","montana",24
"1343",9,"MAP","0.00001","montana",24
"1344",17,"MAP","0.00001","montana",24
"1345",26,"MAP","0.00001","montana",24
"1346",40,"MAP","0.00001","montana",24
"1347",43,"MAP","0.00001","montana",24
"1348",56,"MAP","0.00001","montana",24
"1349",69,"MAP","0.00001","montana",24
"1350",74,"MAP","0.00001","montana",24
"1351",78,"MAP","0.00001","montana",24
"1352",104,"MAP","0.00001","montana",24
"1353",109,"MAP","0.00001","montana",24
"1354",129,"MAP","0.00001","montana",24
"1355",140,"MAP","0.00001","montana",24
"1356",142,"MAP","0.00001","montana",24
"1357",1,"MAP","0.01","nebraska",25
"1358",47,"MAP","0.01","nebraska",25
"1359",139,"MAP","0.01","nebraska",25
"1360",149,"MAP","0.01","nebraska",25
"1361",1,"MAP","0.001","nebraska",25
"1362",2,"MAP","0.001","nebraska",25
"1363",56,"MAP","0.001","nebraska",25
"1364",139,"MAP","0.001","nebraska",25
"1365",144,"MAP","0.001","nebraska",25
"1366",1,"MAP","0.0001","nebraska",25
"1367",31,"MAP","0.0001","nebraska",25
"1368",56,"MAP","0.0001","nebraska",25
"1369",105,"MAP","0.0001","nebraska",25
"1370",116,"MAP","0.0001","nebraska",25
"1371",139,"MAP","0.0001","nebraska",25
"1372",144,"MAP","0.0001","nebraska",25
"1373",148,"MAP","0.0001","nebraska",25
"1374",149,"MAP","0.0001","nebraska",25
"1375",1,"MAP","0.00001","nebraska",25
"1376",3,"MAP","0.00001","nebraska",25
"1377",13,"MAP","0.00001","nebraska",25
"1378",28,"MAP","0.00001","nebraska",25
"1379",43,"MAP","0.00001","nebraska",25
"1380",58,"MAP","0.00001","nebraska",25
"1381",63,"MAP","0.00001","nebraska",25
"1382",82,"MAP","0.00001","nebraska",25
"1383",86,"MAP","0.00001","nebraska",25
"1384",104,"MAP","0.00001","nebraska",25
"1385",119,"MAP","0.00001","nebraska",25
"1386",139,"MAP","0.00001","nebraska",25
"1387",144,"MAP","0.00001","nebraska",25
"1388",148,"MAP","0.00001","nebraska",25
"1389",149,"MAP","0.00001","nebraska",25
"1390",30,"MAP","0.01","nevada",26
"1391",33,"MAP","0.01","nevada",26
"1392",35,"MAP","0.01","nevada",26
"1393",2,"MAP","0.001","nevada",26
"1394",13,"MAP","0.001","nevada",26
"1395",30,"MAP","0.001","nevada",26
"1396",31,"MAP","0.001","nevada",26
"1397",34,"MAP","0.001","nevada",26
"1398",35,"MAP","0.001","nevada",26
"1399",3,"MAP","0.0001","nevada",26
"1400",13,"MAP","0.0001","nevada",26
"1401",30,"MAP","0.0001","nevada",26
"1402",31,"MAP","0.0001","nevada",26
"1403",34,"MAP","0.0001","nevada",26
"1404",35,"MAP","0.0001","nevada",26
"1405",1,"MAP","0.00001","nevada",26
"1406",4,"MAP","0.00001","nevada",26
"1407",11,"MAP","0.00001","nevada",26
"1408",13,"MAP","0.00001","nevada",26
"1409",28,"MAP","0.00001","nevada",26
"1410",30,"MAP","0.00001","nevada",26
"1411",31,"MAP","0.00001","nevada",26
"1412",34,"MAP","0.00001","nevada",26
"1413",35,"MAP","0.00001","nevada",26
"1414",3,"MAP","0.01","new hampshire",27
"1415",61,"MAP","0.01","new hampshire",27
"1416",88,"MAP","0.01","new hampshire",27
"1417",3,"MAP","0.001","new hampshire",27
"1418",36,"MAP","0.001","new hampshire",27
"1419",43,"MAP","0.001","new hampshire",27
"1420",58,"MAP","0.001","new hampshire",27
"1421",67,"MAP","0.001","new hampshire",27
"1422",71,"MAP","0.001","new hampshire",27
"1423",86,"MAP","0.001","new hampshire",27
"1424",101,"MAP","0.001","new hampshire",27
"1425",2,"MAP","0.0001","new hampshire",27
"1426",15,"MAP","0.0001","new hampshire",27
"1427",37,"MAP","0.0001","new hampshire",27
"1428",43,"MAP","0.0001","new hampshire",27
"1429",58,"MAP","0.0001","new hampshire",27
"1430",68,"MAP","0.0001","new hampshire",27
"1431",73,"MAP","0.0001","new hampshire",27
"1432",86,"MAP","0.0001","new hampshire",27
"1433",101,"MAP","0.0001","new hampshire",27
"1434",1,"MAP","0.00001","new hampshire",27
"1435",3,"MAP","0.00001","new hampshire",27
"1436",8,"MAP","0.00001","new hampshire",27
"1437",16,"MAP","0.00001","new hampshire",27
"1438",26,"MAP","0.00001","new hampshire",27
"1439",36,"MAP","0.00001","new hampshire",27
"1440",39,"MAP","0.00001","new hampshire",27
"1441",44,"MAP","0.00001","new hampshire",27
"1442",47,"MAP","0.00001","new hampshire",27
"1443",48,"MAP","0.00001","new hampshire",27
"1444",56,"MAP","0.00001","new hampshire",27
"1445",58,"MAP","0.00001","new hampshire",27
"1446",63,"MAP","0.00001","new hampshire",27
"1447",65,"MAP","0.00001","new hampshire",27
"1448",68,"MAP","0.00001","new hampshire",27
"1449",74,"MAP","0.00001","new hampshire",27
"1450",77,"MAP","0.00001","new hampshire",27
"1451",79,"MAP","0.00001","new hampshire",27
"1452",85,"MAP","0.00001","new hampshire",27
"1453",88,"MAP","0.00001","new hampshire",27
"1454",91,"MAP","0.00001","new hampshire",27
"1455",101,"MAP","0.00001","new hampshire",27
"1456",8,"MAP","0.01","new jersey",28
"1457",35,"MAP","0.01","new jersey",28
"1458",72,"MAP","0.01","new jersey",28
"1459",109,"MAP","0.01","new jersey",28
"1460",125,"MAP","0.01","new jersey",28
"1461",162,"MAP","0.01","new jersey",28
"1462",2,"MAP","0.001","new jersey",28
"1463",21,"MAP","0.001","new jersey",28
"1464",30,"MAP","0.001","new jersey",28
"1465",34,"MAP","0.001","new jersey",28
"1466",72,"MAP","0.001","new jersey",28
"1467",109,"MAP","0.001","new jersey",28
"1468",130,"MAP","0.001","new jersey",28
"1469",148,"MAP","0.001","new jersey",28
"1470",170,"MAP","0.001","new jersey",28
"1471",1,"MAP","0.0001","new jersey",28
"1472",3,"MAP","0.0001","new jersey",28
"1473",20,"MAP","0.0001","new jersey",28
"1474",27,"MAP","0.0001","new jersey",28
"1475",41,"MAP","0.0001","new jersey",28
"1476",50,"MAP","0.0001","new jersey",28
"1477",74,"MAP","0.0001","new jersey",28
"1478",81,"MAP","0.0001","new jersey",28
"1479",92,"MAP","0.0001","new jersey",28
"1480",104,"MAP","0.0001","new jersey",28
"1481",111,"MAP","0.0001","new jersey",28
"1482",130,"MAP","0.0001","new jersey",28
"1483",147,"MAP","0.0001","new jersey",28
"1484",155,"MAP","0.0001","new jersey",28
"1485",160,"MAP","0.0001","new jersey",28
"1486",1,"MAP","0.00001","new jersey",28
"1487",2,"MAP","0.00001","new jersey",28
"1488",3,"MAP","0.00001","new jersey",28
"1489",20,"MAP","0.00001","new jersey",28
"1490",22,"MAP","0.00001","new jersey",28
"1491",30,"MAP","0.00001","new jersey",28
"1492",32,"MAP","0.00001","new jersey",28
"1493",38,"MAP","0.00001","new jersey",28
"1494",42,"MAP","0.00001","new jersey",28
"1495",48,"MAP","0.00001","new jersey",28
"1496",55,"MAP","0.00001","new jersey",28
"1497",58,"MAP","0.00001","new jersey",28
"1498",61,"MAP","0.00001","new jersey",28
"1499",67,"MAP","0.00001","new jersey",28
"1500",72,"MAP","0.00001","new jersey",28
"1501",75,"MAP","0.00001","new jersey",28
"1502",81,"MAP","0.00001","new jersey",28
"1503",87,"MAP","0.00001","new jersey",28
"1504",90,"MAP","0.00001","new jersey",28
"1505",104,"MAP","0.00001","new jersey",28
"1506",110,"MAP","0.00001","new jersey",28
"1507",112,"MAP","0.00001","new jersey",28
"1508",116,"MAP","0.00001","new jersey",28
"1509",121,"MAP","0.00001","new jersey",28
"1510",130,"MAP","0.00001","new jersey",28
"1511",138,"MAP","0.00001","new jersey",28
"1512",140,"MAP","0.00001","new jersey",28
"1513",143,"MAP","0.00001","new jersey",28
"1514",147,"MAP","0.00001","new jersey",28
"1515",152,"MAP","0.00001","new jersey",28
"1516",154,"MAP","0.00001","new jersey",28
"1517",156,"MAP","0.00001","new jersey",28
"1518",160,"MAP","0.00001","new jersey",28
"1519",3,"MAP","0.01","new mexico",29
"1520",4,"MAP","0.01","new mexico",29
"1521",14,"MAP","0.01","new mexico",29
"1522",15,"MAP","0.01","new mexico",29
"1523",1,"MAP","0.001","new mexico",29
"1524",4,"MAP","0.001","new mexico",29
"1525",5,"MAP","0.001","new mexico",29
"1526",14,"MAP","0.001","new mexico",29
"1527",15,"MAP","0.001","new mexico",29
"1528",1,"MAP","0.0001","new mexico",29
"1529",4,"MAP","0.0001","new mexico",29
"1530",12,"MAP","0.0001","new mexico",29
"1531",13,"MAP","0.0001","new mexico",29
"1532",14,"MAP","0.0001","new mexico",29
"1533",15,"MAP","0.0001","new mexico",29
"1534",1,"MAP","0.00001","new mexico",29
"1535",4,"MAP","0.00001","new mexico",29
"1536",6,"MAP","0.00001","new mexico",29
"1537",10,"MAP","0.00001","new mexico",29
"1538",12,"MAP","0.00001","new mexico",29
"1539",13,"MAP","0.00001","new mexico",29
"1540",14,"MAP","0.00001","new mexico",29
"1541",15,"MAP","0.00001","new mexico",29
"1542",13,"MAP","0.01","new york",30
"1543",122,"MAP","0.01","new york",30
"1544",178,"MAP","0.01","new york",30
"1545",1,"MAP","0.001","new york",30
"1546",14,"MAP","0.001","new york",30
"1547",33,"MAP","0.001","new york",30
"1548",60,"MAP","0.001","new york",30
"1549",111,"MAP","0.001","new york",30
"1550",119,"MAP","0.001","new york",30
"1551",122,"MAP","0.001","new york",30
"1552",171,"MAP","0.001","new york",30
"1553",186,"MAP","0.001","new york",30
"1554",218,"MAP","0.001","new york",30
"1555",1,"MAP","0.0001","new york",30
"1556",14,"MAP","0.0001","new york",30
"1557",33,"MAP","0.0001","new york",30
"1558",57,"MAP","0.0001","new york",30
"1559",73,"MAP","0.0001","new york",30
"1560",95,"MAP","0.0001","new york",30
"1561",101,"MAP","0.0001","new york",30
"1562",117,"MAP","0.0001","new york",30
"1563",123,"MAP","0.0001","new york",30
"1564",154,"MAP","0.0001","new york",30
"1565",160,"MAP","0.0001","new york",30
"1566",176,"MAP","0.0001","new york",30
"1567",189,"MAP","0.0001","new york",30
"1568",198,"MAP","0.0001","new york",30
"1569",218,"MAP","0.0001","new york",30
"1570",1,"MAP","0.00001","new york",30
"1571",15,"MAP","0.00001","new york",30
"1572",18,"MAP","0.00001","new york",30
"1573",28,"MAP","0.00001","new york",30
"1574",33,"MAP","0.00001","new york",30
"1575",38,"MAP","0.00001","new york",30
"1576",40,"MAP","0.00001","new york",30
"1577",45,"MAP","0.00001","new york",30
"1578",57,"MAP","0.00001","new york",30
"1579",73,"MAP","0.00001","new york",30
"1580",80,"MAP","0.00001","new york",30
"1581",84,"MAP","0.00001","new york",30
"1582",90,"MAP","0.00001","new york",30
"1583",96,"MAP","0.00001","new york",30
"1584",101,"MAP","0.00001","new york",30
"1585",116,"MAP","0.00001","new york",30
"1586",122,"MAP","0.00001","new york",30
"1587",154,"MAP","0.00001","new york",30
"1588",160,"MAP","0.00001","new york",30
"1589",171,"MAP","0.00001","new york",30
"1590",180,"MAP","0.00001","new york",30
"1591",190,"MAP","0.00001","new york",30
"1592",193,"MAP","0.00001","new york",30
"1593",201,"MAP","0.00001","new york",30
"1594",207,"MAP","0.00001","new york",30
"1595",218,"MAP","0.00001","new york",30
"1596",219,"MAP","0.00001","new york",30
"1597",41,"MAP","0.01","north carolina",31
"1598",115,"MAP","0.01","north carolina",31
"1599",302,"MAP","0.01","north carolina",31
"1600",621,"MAP","0.01","north carolina",31
"1601",1,"MAP","0.001","north carolina",31
"1602",4,"MAP","0.001","north carolina",31
"1603",39,"MAP","0.001","north carolina",31
"1604",114,"MAP","0.001","north carolina",31
"1605",140,"MAP","0.001","north carolina",31
"1606",144,"MAP","0.001","north carolina",31
"1607",236,"MAP","0.001","north carolina",31
"1608",316,"MAP","0.001","north carolina",31
"1609",403,"MAP","0.001","north carolina",31
"1610",442,"MAP","0.001","north carolina",31
"1611",513,"MAP","0.001","north carolina",31
"1612",8,"MAP","0.0001","north carolina",31
"1613",39,"MAP","0.0001","north carolina",31
"1614",113,"MAP","0.0001","north carolina",31
"1615",120,"MAP","0.0001","north carolina",31
"1616",158,"MAP","0.0001","north carolina",31
"1617",210,"MAP","0.0001","north carolina",31
"1618",289,"MAP","0.0001","north carolina",31
"1619",299,"MAP","0.0001","north carolina",31
"1620",312,"MAP","0.0001","north carolina",31
"1621",333,"MAP","0.0001","north carolina",31
"1622",390,"MAP","0.0001","north carolina",31
"1623",422,"MAP","0.0001","north carolina",31
"1624",445,"MAP","0.0001","north carolina",31
"1625",509,"MAP","0.0001","north carolina",31
"1626",526,"MAP","0.0001","north carolina",31
"1627",586,"MAP","0.0001","north carolina",31
"1628",620,"MAP","0.0001","north carolina",31
"1629",1,"MAP","0.00001","north carolina",31
"1630",5,"MAP","0.00001","north carolina",31
"1631",13,"MAP","0.00001","north carolina",31
"1632",18,"MAP","0.00001","north carolina",31
"1633",35,"MAP","0.00001","north carolina",31
"1634",38,"MAP","0.00001","north carolina",31
"1635",40,"MAP","0.00001","north carolina",31
"1636",47,"MAP","0.00001","north carolina",31
"1637",52,"MAP","0.00001","north carolina",31
"1638",111,"MAP","0.00001","north carolina",31
"1639",118,"MAP","0.00001","north carolina",31
"1640",122,"MAP","0.00001","north carolina",31
"1641",149,"MAP","0.00001","north carolina",31
"1642",173,"MAP","0.00001","north carolina",31
"1643",180,"MAP","0.00001","north carolina",31
"1644",214,"MAP","0.00001","north carolina",31
"1645",220,"MAP","0.00001","north carolina",31
"1646",245,"MAP","0.00001","north carolina",31
"1647",262,"MAP","0.00001","north carolina",31
"1648",278,"MAP","0.00001","north carolina",31
"1649",301,"MAP","0.00001","north carolina",31
"1650",309,"MAP","0.00001","north carolina",31
"1651",337,"MAP","0.00001","north carolina",31
"1652",354,"MAP","0.00001","north carolina",31
"1653",362,"MAP","0.00001","north carolina",31
"1654",371,"MAP","0.00001","north carolina",31
"1655",375,"MAP","0.00001","north carolina",31
"1656",391,"MAP","0.00001","north carolina",31
"1657",421,"MAP","0.00001","north carolina",31
"1658",446,"MAP","0.00001","north carolina",31
"1659",461,"MAP","0.00001","north carolina",31
"1660",469,"MAP","0.00001","north carolina",31
