"","L_ppi","Method","bs","state","state_ind"
"1661",514,"MAP","0.00001","north carolina",31
"1662",528,"MAP","0.00001","north carolina",31
"1663",559,"MAP","0.00001","north carolina",31
"1664",568,"MAP","0.00001","north carolina",31
"1665",581,"MAP","0.00001","north carolina",31
"1666",592,"MAP","0.00001","north carolina",31
"1667",618,"MAP","0.00001","north carolina",31
"1668",1,"MAP","0.01","north dakota",32
"1669",3,"MAP","0.01","north dakota",32
"1670",63,"MAP","0.01","north dakota",32
"1671",1,"MAP","0.001","north dakota",32
"1672",2,"MAP","0.001","north dakota",32
"1673",3,"MAP","0.001","north dakota",32
"1674",63,"MAP","0.001","north dakota",32
"1675",1,"MAP","0.0001","north dakota",32
"1676",2,"MAP","0.0001","north dakota",32
"1677",3,"MAP","0.0001","north dakota",32
"1678",63,"MAP","0.0001","north dakota",32
"1679",1,"MAP","0.00001","north dakota",32
"1680",2,"MAP","0.00001","north dakota",32
"1681",3,"MAP","0.00001","north dakota",32
"1682",9,"MAP","0.00001","north dakota",32
"1683",21,"MAP","0.00001","north dakota",32
"1684",32,"MAP","0.00001","north dakota",32
"1685",48,"MAP","0.00001","north dakota",32
"1686",55,"MAP","0.00001","north dakota",32
"1687",63,"MAP","0.00001","north dakota",32
"1688",10,"MAP","0.01","ohio",33
"1689",75,"MAP","0.01","ohio",33
"1690",118,"MAP","0.01","ohio",33
"1691",119,"MAP","0.01","ohio",33
"1692",177,"MAP","0.01","ohio",33
"1693",19,"MAP","0.001","ohio",33
"1694",78,"MAP","0.001","ohio",33
"1695",118,"MAP","0.001","ohio",33
"1696",119,"MAP","0.001","ohio",33
"1697",162,"MAP","0.001","ohio",33
"1698",175,"MAP","0.001","ohio",33
"1699",7,"MAP","0.0001","ohio",33
"1700",29,"MAP","0.0001","ohio",33
"1701",45,"MAP","0.0001","ohio",33
"1702",53,"MAP","0.0001","ohio",33
"1703",64,"MAP","0.0001","ohio",33
"1704",75,"MAP","0.0001","ohio",33
"1705",77,"MAP","0.0001","ohio",33
"1706",85,"MAP","0.0001","ohio",33
"1707",98,"MAP","0.0001","ohio",33
"1708",111,"MAP","0.0001","ohio",33
"1709",118,"MAP","0.0001","ohio",33
"1710",119,"MAP","0.0001","ohio",33
"1711",121,"MAP","0.0001","ohio",33
"1712",144,"MAP","0.0001","ohio",33
"1713",146,"MAP","0.0001","ohio",33
"1714",160,"MAP","0.0001","ohio",33
"1715",175,"MAP","0.0001","ohio",33
"1716",1,"MAP","0.00001","ohio",33
"1717",3,"MAP","0.00001","ohio",33
"1718",11,"MAP","0.00001","ohio",33
"1719",30,"MAP","0.00001","ohio",33
"1720",34,"MAP","0.00001","ohio",33
"1721",37,"MAP","0.00001","ohio",33
"1722",44,"MAP","0.00001","ohio",33
"1723",56,"MAP","0.00001","ohio",33
"1724",63,"MAP","0.00001","ohio",33
"1725",66,"MAP","0.00001","ohio",33
"1726",75,"MAP","0.00001","ohio",33
"1727",77,"MAP","0.00001","ohio",33
"1728",87,"MAP","0.00001","ohio",33
"1729",92,"MAP","0.00001","ohio",33
"1730",104,"MAP","0.00001","ohio",33
"1731",110,"MAP","0.00001","ohio",33
"1732",118,"MAP","0.00001","ohio",33
"1733",119,"MAP","0.00001","ohio",33
"1734",126,"MAP","0.00001","ohio",33
"1735",143,"MAP","0.00001","ohio",33
"1736",147,"MAP","0.00001","ohio",33
"1737",159,"MAP","0.00001","ohio",33
"1738",164,"MAP","0.00001","ohio",33
"1739",168,"MAP","0.00001","ohio",33
"1740",175,"MAP","0.00001","ohio",33
"1741",6,"MAP","0.01","oklahoma",34
"1742",8,"MAP","0.01","oklahoma",34
"1743",201,"MAP","0.01","oklahoma",34
"1744",208,"MAP","0.01","oklahoma",34
"1745",5,"MAP","0.001","oklahoma",34
"1746",8,"MAP","0.001","oklahoma",34
"1747",129,"MAP","0.001","oklahoma",34
"1748",207,"MAP","0.001","oklahoma",34
"1749",210,"MAP","0.001","oklahoma",34
"1750",5,"MAP","0.0001","oklahoma",34
"1751",8,"MAP","0.0001","oklahoma",34
"1752",34,"MAP","0.0001","oklahoma",34
"1753",59,"MAP","0.0001","oklahoma",34
"1754",137,"MAP","0.0001","oklahoma",34
"1755",207,"MAP","0.0001","oklahoma",34
"1756",208,"MAP","0.0001","oklahoma",34
"1757",210,"MAP","0.0001","oklahoma",34
"1758",5,"MAP","0.00001","oklahoma",34
"1759",10,"MAP","0.00001","oklahoma",34
"1760",33,"MAP","0.00001","oklahoma",34
"1761",36,"MAP","0.00001","oklahoma",34
"1762",50,"MAP","0.00001","oklahoma",34
"1763",65,"MAP","0.00001","oklahoma",34
"1764",79,"MAP","0.00001","oklahoma",34
"1765",82,"MAP","0.00001","oklahoma",34
"1766",91,"MAP","0.00001","oklahoma",34
"1767",102,"MAP","0.00001","oklahoma",34
"1768",108,"MAP","0.00001","oklahoma",34
"1769",113,"MAP","0.00001","oklahoma",34
"1770",124,"MAP","0.00001","oklahoma",34
"1771",132,"MAP","0.00001","oklahoma",34
"1772",148,"MAP","0.00001","oklahoma",34
"1773",157,"MAP","0.00001","oklahoma",34
"1774",180,"MAP","0.00001","oklahoma",34
"1775",184,"MAP","0.00001","oklahoma",34
"1776",199,"MAP","0.00001","oklahoma",34
"1777",207,"MAP","0.00001","oklahoma",34
"1778",208,"MAP","0.00001","oklahoma",34
"1779",209,"MAP","0.00001","oklahoma",34
"1780",210,"MAP","0.00001","oklahoma",34
"1781",8,"MAP","0.01","oregon",35
"1782",44,"MAP","0.01","oregon",35
"1783",46,"MAP","0.01","oregon",35
"1784",109,"MAP","0.01","oregon",35
"1785",7,"MAP","0.001","oregon",35
"1786",33,"MAP","0.001","oregon",35
"1787",45,"MAP","0.001","oregon",35
"1788",52,"MAP","0.001","oregon",35
"1789",122,"MAP","0.001","oregon",35
"1790",142,"MAP","0.001","oregon",35
"1791",1,"MAP","0.0001","oregon",35
"1792",9,"MAP","0.0001","oregon",35
"1793",31,"MAP","0.0001","oregon",35
"1794",39,"MAP","0.0001","oregon",35
"1795",45,"MAP","0.0001","oregon",35
"1796",48,"MAP","0.0001","oregon",35
"1797",63,"MAP","0.0001","oregon",35
"1798",82,"MAP","0.0001","oregon",35
"1799",117,"MAP","0.0001","oregon",35
"1800",136,"MAP","0.0001","oregon",35
"1801",145,"MAP","0.0001","oregon",35
"1802",1,"MAP","0.00001","oregon",35
"1803",9,"MAP","0.00001","oregon",35
"1804",30,"MAP","0.00001","oregon",35
"1805",37,"MAP","0.00001","oregon",35
"1806",45,"MAP","0.00001","oregon",35
"1807",47,"MAP","0.00001","oregon",35
"1808",52,"MAP","0.00001","oregon",35
"1809",60,"MAP","0.00001","oregon",35
"1810",65,"MAP","0.00001","oregon",35
"1811",74,"MAP","0.00001","oregon",35
"1812",98,"MAP","0.00001","oregon",35
"1813",114,"MAP","0.00001","oregon",35
"1814",135,"MAP","0.00001","oregon",35
"1815",138,"MAP","0.00001","oregon",35
"1816",144,"MAP","0.00001","oregon",35
"1817",147,"MAP","0.00001","oregon",35
"1818",154,"MAP","0.00001","oregon",35
"1819",163,"MAP","0.00001","oregon",35
"1820",181,"MAP","0.00001","oregon",35
"1821",11,"MAP","0.01","pennsylvania",36
"1822",75,"MAP","0.01","pennsylvania",36
"1823",99,"MAP","0.01","pennsylvania",36
"1824",107,"MAP","0.01","pennsylvania",36
"1825",4,"MAP","0.001","pennsylvania",36
"1826",25,"MAP","0.001","pennsylvania",36
"1827",48,"MAP","0.001","pennsylvania",36
"1828",70,"MAP","0.001","pennsylvania",36
"1829",94,"MAP","0.001","pennsylvania",36
"1830",99,"MAP","0.001","pennsylvania",36
"1831",109,"MAP","0.001","pennsylvania",36
"1832",3,"MAP","0.0001","pennsylvania",36
"1833",24,"MAP","0.0001","pennsylvania",36
"1834",25,"MAP","0.0001","pennsylvania",36
"1835",50,"MAP","0.0001","pennsylvania",36
"1836",68,"MAP","0.0001","pennsylvania",36
"1837",85,"MAP","0.0001","pennsylvania",36
"1838",99,"MAP","0.0001","pennsylvania",36
"1839",106,"MAP","0.0001","pennsylvania",36
"1840",118,"MAP","0.0001","pennsylvania",36
"1841",1,"MAP","0.00001","pennsylvania",36
"1842",2,"MAP","0.00001","pennsylvania",36
"1843",3,"MAP","0.00001","pennsylvania",36
"1844",14,"MAP","0.00001","pennsylvania",36
"1845",20,"MAP","0.00001","pennsylvania",36
"1846",26,"MAP","0.00001","pennsylvania",36
"1847",38,"MAP","0.00001","pennsylvania",36
"1848",41,"MAP","0.00001","pennsylvania",36
"1849",50,"MAP","0.00001","pennsylvania",36
"1850",69,"MAP","0.00001","pennsylvania",36
"1851",75,"MAP","0.00001","pennsylvania",36
"1852",83,"MAP","0.00001","pennsylvania",36
"1853",91,"MAP","0.00001","pennsylvania",36
"1854",94,"MAP","0.00001","pennsylvania",36
"1855",99,"MAP","0.00001","pennsylvania",36
"1856",106,"MAP","0.00001","pennsylvania",36
"1857",1,"MAP","0.01","rhode island",37
"1858",9,"MAP","0.01","rhode island",37
"1859",19,"MAP","0.01","rhode island",37
"1860",8,"MAP","0.001","rhode island",37
"1861",9,"MAP","0.001","rhode island",37
"1862",19,"MAP","0.001","rhode island",37
"1863",28,"MAP","0.001","rhode island",37
"1864",34,"MAP","0.001","rhode island",37
"1865",43,"MAP","0.001","rhode island",37
"1866",54,"MAP","0.001","rhode island",37
"1867",4,"MAP","0.0001","rhode island",37
"1868",7,"MAP","0.0001","rhode island",37
"1869",8,"MAP","0.0001","rhode island",37
"1870",9,"MAP","0.0001","rhode island",37
"1871",13,"MAP","0.0001","rhode island",37
"1872",16,"MAP","0.0001","rhode island",37
"1873",19,"MAP","0.0001","rhode island",37
"1874",28,"MAP","0.0001","rhode island",37
"1875",32,"MAP","0.0001","rhode island",37
"1876",35,"MAP","0.0001","rhode island",37
"1877",43,"MAP","0.0001","rhode island",37
"1878",55,"MAP","0.0001","rhode island",37
"1879",4,"MAP","0.00001","rhode island",37
"1880",6,"MAP","0.00001","rhode island",37
"1881",8,"MAP","0.00001","rhode island",37
"1882",9,"MAP","0.00001","rhode island",37
"1883",12,"MAP","0.00001","rhode island",37
"1884",14,"MAP","0.00001","rhode island",37
"1885",16,"MAP","0.00001","rhode island",37
"1886",19,"MAP","0.00001","rhode island",37
"1887",20,"MAP","0.00001","rhode island",37
"1888",21,"MAP","0.00001","rhode island",37
"1889",22,"MAP","0.00001","rhode island",37
"1890",24,"MAP","0.00001","rhode island",37
"1891",26,"MAP","0.00001","rhode island",37
"1892",28,"MAP","0.00001","rhode island",37
"1893",29,"MAP","0.00001","rhode island",37
"1894",30,"MAP","0.00001","rhode island",37
"1895",32,"MAP","0.00001","rhode island",37
"1896",33,"MAP","0.00001","rhode island",37
"1897",34,"MAP","0.00001","rhode island",37
"1898",37,"MAP","0.00001","rhode island",37
"1899",39,"MAP","0.00001","rhode island",37
"1900",45,"MAP","0.00001","rhode island",37
"1901",47,"MAP","0.00001","rhode island",37
"1902",50,"MAP","0.00001","rhode island",37
"1903",55,"MAP","0.00001","rhode island",37
"1904",27,"MAP","0.01","south carolina",38
"1905",35,"MAP","0.01","south carolina",38
"1906",158,"MAP","0.01","south carolina",38
"1907",242,"MAP","0.01","south carolina",38
"1908",15,"MAP","0.001","south carolina",38
"1909",32,"MAP","0.001","south carolina",38
"1910",36,"MAP","0.001","south carolina",38
"1911",55,"MAP","0.001","south carolina",38
"1912",162,"MAP","0.001","south carolina",38
"1913",182,"MAP","0.001","south carolina",38
"1914",242,"MAP","0.001","south carolina",38
"1915",15,"MAP","0.0001","south carolina",38
"1916",28,"MAP","0.0001","south carolina",38
"1917",32,"MAP","0.0001","south carolina",38
"1918",35,"MAP","0.0001","south carolina",38
"1919",43,"MAP","0.0001","south carolina",38
"1920",56,"MAP","0.0001","south carolina",38
"1921",132,"MAP","0.0001","south carolina",38
"1922",136,"MAP","0.0001","south carolina",38
"1923",151,"MAP","0.0001","south carolina",38
"1924",162,"MAP","0.0001","south carolina",38
"1925",185,"MAP","0.0001","south carolina",38
"1926",225,"MAP","0.0001","south carolina",38
"1927",228,"MAP","0.0001","south carolina",38
"1928",239,"MAP","0.0001","south carolina",38
"1929",244,"MAP","0.0001","south carolina",38
"1930",16,"MAP","0.00001","south carolina",38
"1931",27,"MAP","0.00001","south carolina",38
"1932",30,"MAP","0.00001","south carolina",38
"1933",32,"MAP","0.00001","south carolina",38
"1934",35,"MAP","0.00001","south carolina",38
"1935",38,"MAP","0.00001","south carolina",38
"1936",43,"MAP","0.00001","south carolina",38
"1937",55,"MAP","0.00001","south carolina",38
"1938",75,"MAP","0.00001","south carolina",38
"1939",84,"MAP","0.00001","south carolina",38
"1940",86,"MAP","0.00001","south carolina",38
"1941",97,"MAP","0.00001","south carolina",38
"1942",114,"MAP","0.00001","south carolina",38
"1943",119,"MAP","0.00001","south carolina",38
"1944",123,"MAP","0.00001","south carolina",38
"1945",130,"MAP","0.00001","south carolina",38
"1946",137,"MAP","0.00001","south carolina",38
"1947",143,"MAP","0.00001","south carolina",38
"1948",148,"MAP","0.00001","south carolina",38
"1949",160,"MAP","0.00001","south carolina",38
"1950",163,"MAP","0.00001","south carolina",38
"1951",171,"MAP","0.00001","south carolina",38
"1952",175,"MAP","0.00001","south carolina",38
"1953",187,"MAP","0.00001","south carolina",38
"1954",195,"MAP","0.00001","south carolina",38
"1955",206,"MAP","0.00001","south carolina",38
"1956",219,"MAP","0.00001","south carolina",38
"1957",228,"MAP","0.00001","south carolina",38
"1958",239,"MAP","0.00001","south carolina",38
"1959",241,"MAP","0.00001","south carolina",38
"1960",245,"MAP","0.00001","south carolina",38
"1961",58,"MAP","0.01","south dakota",39
"1962",62,"MAP","0.01","south dakota",39
"1963",65,"MAP","0.01","south dakota",39
"1964",113,"MAP","0.01","south dakota",39
"1965",55,"MAP","0.001","south dakota",39
"1966",56,"MAP","0.001","south dakota",39
"1967",62,"MAP","0.001","south dakota",39
"1968",65,"MAP","0.001","south dakota",39
"1969",114,"MAP","0.001","south dakota",39
"1970",3,"MAP","0.0001","south dakota",39
"1971",26,"MAP","0.0001","south dakota",39
"1972",56,"MAP","0.0001","south dakota",39
"1973",62,"MAP","0.0001","south dakota",39
"1974",66,"MAP","0.0001","south dakota",39
"1975",74,"MAP","0.0001","south dakota",39
"1976",79,"MAP","0.0001","south dakota",39
"1977",14,"MAP","0.00001","south dakota",39
"1978",29,"MAP","0.00001","south dakota",39
"1979",44,"MAP","0.00001","south dakota",39
"1980",54,"MAP","0.00001","south dakota",39
"1981",56,"MAP","0.00001","south dakota",39
"1982",62,"MAP","0.00001","south dakota",39
"1983",66,"MAP","0.00001","south dakota",39
"1984",74,"MAP","0.00001","south dakota",39
"1985",81,"MAP","0.00001","south dakota",39
"1986",94,"MAP","0.00001","south dakota",39
"1987",100,"MAP","0.00001","south dakota",39
"1988",111,"MAP","0.00001","south dakota",39
"1989",117,"MAP","0.00001","south dakota",39
"1990",37,"MAP","0.01","tennessee",40
"1991",69,"MAP","0.01","tennessee",40
"1992",146,"MAP","0.01","tennessee",40
"1993",153,"MAP","0.01","tennessee",40
"1994",32,"MAP","0.001","tennessee",40
"1995",34,"MAP","0.001","tennessee",40
"1996",49,"MAP","0.001","tennessee",40
"1997",68,"MAP","0.001","tennessee",40
"1998",85,"MAP","0.001","tennessee",40
"1999",146,"MAP","0.001","tennessee",40
"2000",155,"MAP","0.001","tennessee",40
"2001",157,"MAP","0.001","tennessee",40
"2002",181,"MAP","0.001","tennessee",40
"2003",183,"MAP","0.001","tennessee",40
"2004",184,"MAP","0.001","tennessee",40
"2005",32,"MAP","0.0001","tennessee",40
"2006",43,"MAP","0.0001","tennessee",40
"2007",46,"MAP","0.0001","tennessee",40
"2008",67,"MAP","0.0001","tennessee",40
"2009",75,"MAP","0.0001","tennessee",40
"2010",145,"MAP","0.0001","tennessee",40
"2011",148,"MAP","0.0001","tennessee",40
"2012",153,"MAP","0.0001","tennessee",40
"2013",164,"MAP","0.0001","tennessee",40
"2014",179,"MAP","0.0001","tennessee",40
"2015",192,"MAP","0.0001","tennessee",40
"2016",30,"MAP","0.00001","tennessee",40
"2017",34,"MAP","0.00001","tennessee",40
"2018",35,"MAP","0.00001","tennessee",40
"2019",42,"MAP","0.00001","tennessee",40
"2020",46,"MAP","0.00001","tennessee",40
"2021",67,"MAP","0.00001","tennessee",40
"2022",74,"MAP","0.00001","tennessee",40
"2023",76,"MAP","0.00001","tennessee",40
"2024",80,"MAP","0.00001","tennessee",40
"2025",88,"MAP","0.00001","tennessee",40
"2026",95,"MAP","0.00001","tennessee",40
"2027",97,"MAP","0.00001","tennessee",40
"2028",102,"MAP","0.00001","tennessee",40
"2029",125,"MAP","0.00001","tennessee",40
"2030",130,"MAP","0.00001","tennessee",40
"2031",139,"MAP","0.00001","tennessee",40
"2032",144,"MAP","0.00001","tennessee",40
"2033",147,"MAP","0.00001","tennessee",40
"2034",155,"MAP","0.00001","tennessee",40
"2035",164,"MAP","0.00001","tennessee",40
"2036",172,"MAP","0.00001","tennessee",40
"2037",176,"MAP","0.00001","tennessee",40
"2038",177,"MAP","0.00001","tennessee",40
"2039",181,"MAP","0.00001","tennessee",40
"2040",187,"MAP","0.00001","tennessee",40
"2041",197,"MAP","0.00001","tennessee",40
"2042",200,"MAP","0.00001","tennessee",40
"2043",210,"MAP","0.00001","tennessee",40
"2044",21,"MAP","0.01","texas",41
"2045",81,"MAP","0.01","texas",41
"2046",370,"MAP","0.01","texas",41
"2047",442,"MAP","0.01","texas",41
"2048",618,"MAP","0.01","texas",41
"2049",653,"MAP","0.01","texas",41
"2050",730,"MAP","0.01","texas",41
"2051",734,"MAP","0.01","texas",41
"2052",21,"MAP","0.001","texas",41
"2053",88,"MAP","0.001","texas",41
"2054",322,"MAP","0.001","texas",41
"2055",438,"MAP","0.001","texas",41
"2056",487,"MAP","0.001","texas",41
"2057",607,"MAP","0.001","texas",41
"2058",667,"MAP","0.001","texas",41
"2059",730,"MAP","0.001","texas",41
"2060",733,"MAP","0.001","texas",41
"2061",741,"MAP","0.001","texas",41
"2062",15,"MAP","0.0001","texas",41
"2063",70,"MAP","0.0001","texas",41
"2064",102,"MAP","0.0001","texas",41
"2065",151,"MAP","0.0001","texas",41
"2066",161,"MAP","0.0001","texas",41
"2067",302,"MAP","0.0001","texas",41
"2068",364,"MAP","0.0001","texas",41
"2069",435,"MAP","0.0001","texas",41
"2070",496,"MAP","0.0001","texas",41
"2071",576,"MAP","0.0001","texas",41
"2072",610,"MAP","0.0001","texas",41
"2073",626,"MAP","0.0001","texas",41
"2074",655,"MAP","0.0001","texas",41
"2075",683,"MAP","0.0001","texas",41
"2076",692,"MAP","0.0001","texas",41
"2077",730,"MAP","0.0001","texas",41
"2078",734,"MAP","0.0001","texas",41
"2079",782,"MAP","0.0001","texas",41
"2080",8,"MAP","0.00001","texas",41
"2081",17,"MAP","0.00001","texas",41
"2082",23,"MAP","0.00001","texas",41
"2083",62,"MAP","0.00001","texas",41
"2084",100,"MAP","0.00001","texas",41
"2085",121,"MAP","0.00001","texas",41
"2086",128,"MAP","0.00001","texas",41
"2087",134,"MAP","0.00001","texas",41
"2088",144,"MAP","0.00001","texas",41
"2089",162,"MAP","0.00001","texas",41
"2090",196,"MAP","0.00001","texas",41
"2091",239,"MAP","0.00001","texas",41
"2092",254,"MAP","0.00001","texas",41
"2093",258,"MAP","0.00001","texas",41
"2094",265,"MAP","0.00001","texas",41
"2095",281,"MAP","0.00001","texas",41
"2096",305,"MAP","0.00001","texas",41
"2097",311,"MAP","0.00001","texas",41
"2098",327,"MAP","0.00001","texas",41
"2099",344,"MAP","0.00001","texas",41
"2100",362,"MAP","0.00001","texas",41
"2101",386,"MAP","0.00001","texas",41
"2102",396,"MAP","0.00001","texas",41
"2103",425,"MAP","0.00001","texas",41
"2104",456,"MAP","0.00001","texas",41
"2105",501,"MAP","0.00001","texas",41
"2106",520,"MAP","0.00001","texas",41
"2107",523,"MAP","0.00001","texas",41
"2108",546,"MAP","0.00001","texas",41
"2109",577,"MAP","0.00001","texas",41
"2110",610,"MAP","0.00001","texas",41
"2111",630,"MAP","0.00001","texas",41
"2112",653,"MAP","0.00001","texas",41
"2113",656,"MAP","0.00001","texas",41
"2114",682,"MAP","0.00001","texas",41
"2115",696,"MAP","0.00001","texas",41
"2116",727,"MAP","0.00001","texas",41
"2117",731,"MAP","0.00001","texas",41
"2118",732,"MAP","0.00001","texas",41
"2119",733,"MAP","0.00001","texas",41
"2120",734,"MAP","0.00001","texas",41
"2121",775,"MAP","0.00001","texas",41
"2122",844,"MAP","0.00001","texas",41
"2123",850,"MAP","0.00001","texas",41
"2124",879,"MAP","0.00001","texas",41
"2125",908,"MAP","0.00001","texas",41
"2126",1,"MAP","0.01","utah",42
"2127",2,"MAP","0.01","utah",42
"2128",3,"MAP","0.01","utah",42
"2129",4,"MAP","0.01","utah",42
"2130",5,"MAP","0.01","utah",42
"2131",6,"MAP","0.01","utah",42
"2132",7,"MAP","0.01","utah",42
"2133",8,"MAP","0.01","utah",42
"2134",1,"MAP","0.001","utah",42
"2135",2,"MAP","0.001","utah",42
"2136",3,"MAP","0.001","utah",42
"2137",4,"MAP","0.001","utah",42
"2138",5,"MAP","0.001","utah",42
"2139",6,"MAP","0.001","utah",42
"2140",7,"MAP","0.001","utah",42
"2141",8,"MAP","0.001","utah",42
"2142",1,"MAP","0.0001","utah",42
"2143",2,"MAP","0.0001","utah",42
"2144",3,"MAP","0.0001","utah",42
"2145",4,"MAP","0.0001","utah",42
"2146",5,"MAP","0.0001","utah",42
"2147",6,"MAP","0.0001","utah",42
"2148",7,"MAP","0.0001","utah",42
"2149",8,"MAP","0.0001","utah",42
"2150",1,"MAP","0.00001","utah",42
"2151",2,"MAP","0.00001","utah",42
"2152",3,"MAP","0.00001","utah",42
"2153",4,"MAP","0.00001","utah",42
"2154",5,"MAP","0.00001","utah",42
"2155",6,"MAP","0.00001","utah",42
"2156",7,"MAP","0.00001","utah",42
"2157",8,"MAP","0.00001","utah",42
"2158",1,"MAP","0.01","vermont",43
"2159",2,"MAP","0.01","vermont",43
"2160",52,"MAP","0.01","vermont",43
"2161",55,"MAP","0.01","vermont",43
"2162",2,"MAP","0.001","vermont",43
"2163",11,"MAP","0.001","vermont",43
"2164",19,"MAP","0.001","vermont",43
"2165",52,"MAP","0.001","vermont",43
"2166",55,"MAP","0.001","vermont",43
"2167",100,"MAP","0.001","vermont",43
"2168",1,"MAP","0.0001","vermont",43
"2169",3,"MAP","0.0001","vermont",43
"2170",11,"MAP","0.0001","vermont",43
"2171",18,"MAP","0.0001","vermont",43
"2172",40,"MAP","0.0001","vermont",43
"2173",53,"MAP","0.0001","vermont",43
"2174",55,"MAP","0.0001","vermont",43
"2175",65,"MAP","0.0001","vermont",43
"2176",69,"MAP","0.0001","vermont",43
"2177",71,"MAP","0.0001","vermont",43
"2178",1,"MAP","0.00001","vermont",43
"2179",3,"MAP","0.00001","vermont",43
"2180",6,"MAP","0.00001","vermont",43
"2181",7,"MAP","0.00001","vermont",43
"2182",8,"MAP","0.00001","vermont",43
"2183",11,"MAP","0.00001","vermont",43
"2184",16,"MAP","0.00001","vermont",43
"2185",19,"MAP","0.00001","vermont",43
"2186",30,"MAP","0.00001","vermont",43
"2187",39,"MAP","0.00001","vermont",43
"2188",48,"MAP","0.00001","vermont",43
"2189",52,"MAP","0.00001","vermont",43
"2190",54,"MAP","0.00001","vermont",43
"2191",55,"MAP","0.00001","vermont",43
"2192",65,"MAP","0.00001","vermont",43
"2193",69,"MAP","0.00001","vermont",43
"2194",72,"MAP","0.00001","vermont",43
"2195",76,"MAP","0.00001","vermont",43
"2196",83,"MAP","0.00001","vermont",43
"2197",88,"MAP","0.00001","vermont",43
"2198",90,"MAP","0.00001","vermont",43
"2199",95,"MAP","0.00001","vermont",43
"2200",6,"MAP","0.01","virginia",44
"2201",202,"MAP","0.01","virginia",44
"2202",209,"MAP","0.01","virginia",44
"2203",352,"MAP","0.01","virginia",44
"2204",358,"MAP","0.01","virginia",44
"2205",1,"MAP","0.001","virginia",44
"2206",103,"MAP","0.001","virginia",44
"2207",122,"MAP","0.001","virginia",44
"2208",242,"MAP","0.001","virginia",44
"2209",266,"MAP","0.001","virginia",44
"2210",337,"MAP","0.001","virginia",44
"2211",361,"MAP","0.001","virginia",44
"2212",385,"MAP","0.001","virginia",44
"2213",421,"MAP","0.001","virginia",44
"2214",504,"MAP","0.001","virginia",44
"2215",2,"MAP","0.0001","virginia",44
"2216",24,"MAP","0.0001","virginia",44
"2217",40,"MAP","0.0001","virginia",44
"2218",85,"MAP","0.0001","virginia",44
"2219",108,"MAP","0.0001","virginia",44
"2220",130,"MAP","0.0001","virginia",44
"2221",171,"MAP","0.0001","virginia",44
"2222",207,"MAP","0.0001","virginia",44
"2223",242,"MAP","0.0001","virginia",44
"2224",273,"MAP","0.0001","virginia",44
"2225",307,"MAP","0.0001","virginia",44
"2226",326,"MAP","0.0001","virginia",44
"2227",334,"MAP","0.0001","virginia",44
"2228",361,"MAP","0.0001","virginia",44
"2229",390,"MAP","0.0001","virginia",44
"2230",403,"MAP","0.0001","virginia",44
"2231",432,"MAP","0.0001","virginia",44
"2232",464,"MAP","0.0001","virginia",44
"2233",468,"MAP","0.0001","virginia",44
"2234",504,"MAP","0.0001","virginia",44
"2235",2,"MAP","0.00001","virginia",44
"2236",24,"MAP","0.00001","virginia",44
"2237",40,"MAP","0.00001","virginia",44
"2238",55,"MAP","0.00001","virginia",44
"2239",86,"MAP","0.00001","virginia",44
"2240",96,"MAP","0.00001","virginia",44
"2241",108,"MAP","0.00001","virginia",44
"2242",131,"MAP","0.00001","virginia",44
"2243",169,"MAP","0.00001","virginia",44
"2244",174,"MAP","0.00001","virginia",44
"2245",186,"MAP","0.00001","virginia",44
"2246",198,"MAP","0.00001","virginia",44
"2247",207,"MAP","0.00001","virginia",44
"2248",241,"MAP","0.00001","virginia",44
"2249",247,"MAP","0.00001","virginia",44
"2250",269,"MAP","0.00001","virginia",44
"2251",276,"MAP","0.00001","virginia",44
"2252",288,"MAP","0.00001","virginia",44
"2253",306,"MAP","0.00001","virginia",44
"2254",325,"MAP","0.00001","virginia",44
"2255",336,"MAP","0.00001","virginia",44
"2256",342,"MAP","0.00001","virginia",44
"2257",359,"MAP","0.00001","virginia",44
"2258",362,"MAP","0.00001","virginia",44
"2259",386,"MAP","0.00001","virginia",44
"2260",396,"MAP","0.00001","virginia",44
"2261",404,"MAP","0.00001","virginia",44
"2262",411,"MAP","0.00001","virginia",44
"2263",413,"MAP","0.00001","virginia",44
"2264",433,"MAP","0.00001","virginia",44
"2265",464,"MAP","0.00001","virginia",44
"2266",469,"MAP","0.00001","virginia",44
"2267",484,"MAP","0.00001","virginia",44
"2268",487,"MAP","0.00001","virginia",44
"2269",502,"MAP","0.00001","virginia",44
"2270",508,"MAP","0.00001","virginia",44
"2271",512,"MAP","0.00001","virginia",44
"2272",40,"MAP","0.01","washington",45
"2273",131,"MAP","0.01","washington",45
"2274",172,"MAP","0.01","washington",45
"2275",385,"MAP","0.01","washington",45
"2276",387,"MAP","0.01","washington",45
"2277",37,"MAP","0.001","washington",45
"2278",83,"MAP","0.001","washington",45
"2279",137,"MAP","0.001","washington",45
"2280",179,"MAP","0.001","washington",45
"2281",271,"MAP","0.001","washington",45
"2282",317,"MAP","0.001","washington",45
"2283",385,"MAP","0.001","washington",45
"2284",386,"MAP","0.001","washington",45
"2285",391,"MAP","0.001","washington",45
"2286",39,"MAP","0.0001","washington",45
"2287",49,"MAP","0.0001","washington",45
"2288",72,"MAP","0.0001","washington",45
"2289",93,"MAP","0.0001","washington",45
"2290",136,"MAP","0.0001","washington",45
