sample,beta_sigma,estK,method,MCC,ARI,TPR,FPR
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,3,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,3,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,3,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,3,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,3,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,3,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,3,PPI,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,3,PPI_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,9,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,9,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,9,PPI,0.839264606286408,0.814415403862003,0.714285714285714,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,9,PPI_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,7,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,7,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,7,PPI,0.839264606286408,0.814415403862003,0.714285714285714,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,1/4n,7,PPI_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/n,3,PPM,0.530549809379949,0.508849192885604,0.5,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,1/n,3,PPM_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/n,3,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/n,3,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,2/n,11,PPM,0.379166666666667,0.362540429523255,0.4,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,2/n,11,PPM_window5,0.586111111111111,0.569083274036699,0.6,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,2/n,11,PPI,0.340976855908456,0.321939024622625,0.333333333333333,0.0277777777777778
Normal_5_equil_FALSE_pn_150_seed_13,2/n,11,PPI_window5,0.586111111111111,0.569083274036699,0.6,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,9,PPM,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,9,PPM_window5,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,9,PPI,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,9,PPI_window5,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,11,PPM,0.379166666666667,0.362540429523255,0.4,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,4/n,11,PPM_window5,0.586111111111111,0.569083274036699,0.6,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,11,PPI,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,11,PPI_window5,0.66076591168001,0.642230453528514,0.75,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,9,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,9,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,9,PPI,0.839264606286408,0.814415403862003,0.714285714285714,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,9,PPI_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,4/n,3,PPM,0.172222222222222,0.161941263988614,0.2,0.0277777777777778
Normal_5_equil_FALSE_pn_150_seed_13,4/n,3,PPM_window5,0.379166666666667,0.362540429523255,0.4,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,4/n,3,PPI,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,3,PPI_window5,0.66076591168001,0.642230453528514,0.75,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/n,7,PPM,0.586111111111111,0.569083274036699,0.6,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,1/n,7,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/n,7,PPI,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/n,7,PPI_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,2/n,9,PPM,0.310882523173698,0.287961141348094,0.285714285714286,0.0347222222222222
Normal_5_equil_FALSE_pn_150_seed_13,2/n,9,PPM_window5,0.663137245248838,0.633880728707353,0.571428571428571,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,2/n,9,PPI,0.782290973146608,0.74245637522046,0.625,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,2/n,9,PPI_window5,0.839264606286408,0.814415403862003,0.714285714285714,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,7,PPM,0.43019420011017,0.411885677033174,0.5,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,4/n,7,PPM_window5,0.66076591168001,0.642230453528514,0.75,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,4/n,7,PPI,0.379166666666667,0.362540429523255,0.4,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,4/n,7,PPI_window5,0.586111111111111,0.569083274036699,0.6,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,11,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,11,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,11,PPI,0.694722166688878,0.626646149273441,0.5,0.0347222222222222
Normal_5_equil_FALSE_pn_150_seed_13,1/2n,11,PPI_window5,0.734930919740164,0.680518836913276,0.555555555555556,0.0277777777777778
Normal_5_equil_FALSE_pn_150_seed_13,1/n,5,PPM,0.720122762851442,0.701216592338742,0.666666666666667,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,1/n,5,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,1/n,5,PPI,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,1/n,5,PPI_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,2/n,3,PPM,0.530549809379949,0.508849192885604,0.5,0.0208333333333333
Normal_5_equil_FALSE_pn_150_seed_13,2/n,3,PPM_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,2/n,3,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,2/n,3,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,2/n,5,PPM,0.265625032420374,0.23434686777492,0.222222222222222,0.0486111111111111
Normal_5_equil_FALSE_pn_150_seed_13,2/n,5,PPM_window5,0.734930919740164,0.680518836913276,0.555555555555556,0.0277777777777778
Normal_5_equil_FALSE_pn_150_seed_13,2/n,5,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,2/n,5,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_13,2/n,7,PPM,0.487009884211268,0.45839597453605,0.428571428571429,0.0277777777777778
Normal_5_equil_FALSE_pn_150_seed_13,2/n,7,PPM_window5,0.909695716322934,0.899041222982041,0.833333333333333,0.00694444444444444
Normal_5_equil_FALSE_pn_150_seed_13,2/n,7,PPI,0.839264606286408,0.814415403862003,0.714285714285714,0.0138888888888889
Normal_5_equil_FALSE_pn_150_seed_13,2/n,7,PPI_window5,0.839264606286408,0.814415403862003,0.714285714285714,0.0138888888888889
