sample,method,MCC,ARI
Normal_6_equil_FALSE_pn_100_seed_18,PPM,0.377541750891684,0.343376846994754
Normal_6_equil_FALSE_pn_100_seed_18,PPM_window5,0.807763746093835,0.771609338085132
Normal_6_equil_FALSE_pn_100_seed_18,PPM_window10,0.807763746093835,0.771609338085132
Normal_6_equil_FALSE_pn_100_seed_18,PPI,1,1
Normal_6_equil_FALSE_pn_100_seed_18,PPI_window5,1,1
Normal_6_equil_FALSE_pn_100_seed_18,PPI_window10,1,1
Normal_6_equil_FALSE_pn_100_seed_18,ALDUQ,0.11231884057971,0.0981615833359206
Normal_6_equil_FALSE_pn_100_seed_18,ALDUQ_window5,0.467391304347826,0.434301356819805
Normal_6_equil_FALSE_pn_100_seed_18,ALDUQ_window10,0.467391304347826,0.434301356819805
Normal_6_equil_FALSE_pn_100_seed_18,chull,0.398721712586234,0.250136602559663
Normal_6_equil_FALSE_pn_100_seed_18,chull_window5,0.578134180303139,0.435628291664553
Normal_6_equil_FALSE_pn_100_seed_18,chull_window10,0.578134180303139,0.435628291664553
