sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_150_seed_20,PPM,1,1
Normal_4_equil_TRUE_pn_150_seed_20,PPM_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_20,PPM_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_20,PPI,1,1
Normal_4_equil_TRUE_pn_150_seed_20,PPI_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_20,PPI_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_20,ALDUQ,0.551726078868666,0.509761876398099
Normal_4_equil_TRUE_pn_150_seed_20,ALDUQ_window5,0.748013241543096,0.701743239486956
Normal_4_equil_TRUE_pn_150_seed_20,ALDUQ_window10,0.748013241543096,0.701743239486956
Normal_4_equil_TRUE_pn_150_seed_20,chull,0.515628757802565,0.387572565334503
Normal_4_equil_TRUE_pn_150_seed_20,chull_window5,0.588183301326717,0.486847799124496
Normal_4_equil_TRUE_pn_150_seed_20,chull_window10,0.588183301326717,0.486847799124496
