sample,method,MCC,ARI
Normal_6_equil_FALSE_pn_300_seed_25,PPM,0.659817351598174,0.650548593054862
Normal_6_equil_FALSE_pn_300_seed_25,PPM_window5,1,1
Normal_6_equil_FALSE_pn_300_seed_25,PPM_window10,1,1
Normal_6_equil_FALSE_pn_300_seed_25,PPI,0.829908675799087,0.824085686299726
Normal_6_equil_FALSE_pn_300_seed_25,PPI_window5,0.829908675799087,0.824085686299726
Normal_6_equil_FALSE_pn_300_seed_25,PPI_window10,1,1
Normal_6_equil_FALSE_pn_300_seed_25,ALDUQ,0.0810818286003295,0.0689384664399741
Normal_6_equil_FALSE_pn_300_seed_25,ALDUQ_window5,0.193990169361536,0.166478246146262
Normal_6_equil_FALSE_pn_300_seed_25,ALDUQ_window10,0.193990169361536,0.166478246146262
Normal_6_equil_FALSE_pn_300_seed_25,chull,0.376774781265763,0.309840489683741
Normal_6_equil_FALSE_pn_300_seed_25,chull_window5,0.495805314193549,0.41896834724951
Normal_6_equil_FALSE_pn_300_seed_25,chull_window10,0.532715191645156,0.467964837965699
