sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_300_seed_10,PPM,1,1
Normal_6_equil_TRUE_pn_300_seed_10,PPM_window5,1,1
Normal_6_equil_TRUE_pn_300_seed_10,PPM_window10,1,1
Normal_6_equil_TRUE_pn_300_seed_10,PPI,1,1
Normal_6_equil_TRUE_pn_300_seed_10,PPI_window5,1,1
Normal_6_equil_TRUE_pn_300_seed_10,PPI_window10,1,1
Normal_6_equil_TRUE_pn_300_seed_10,ALDUQ,-0.0166068055348313,-0.0158102292640719
Normal_6_equil_TRUE_pn_300_seed_10,ALDUQ_window5,0.19097826365056,0.18174734635832
Normal_6_equil_TRUE_pn_300_seed_10,ALDUQ_window10,0.19097826365056,0.18174734635832
Normal_6_equil_TRUE_pn_300_seed_10,chull,0.473803541479343,0.34071747252888
Normal_6_equil_TRUE_pn_300_seed_10,chull_window5,0.520708196823391,0.403109537689688
Normal_6_equil_TRUE_pn_300_seed_10,chull_window10,0.520708196823391,0.403109537689688
