sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_500_seed_35,PPM,0.83130081300813,0.827872393507753
Normal_6_equil_TRUE_pn_500_seed_35,PPM_window5,1,1
Normal_6_equil_TRUE_pn_500_seed_35,PPM_window10,1,1
Normal_6_equil_TRUE_pn_500_seed_35,PPI,0.83130081300813,0.827872393507753
Normal_6_equil_TRUE_pn_500_seed_35,PPI_window5,1,1
Normal_6_equil_TRUE_pn_500_seed_35,PPI_window10,1,1
Normal_6_equil_TRUE_pn_500_seed_35,ALDUQ,-0.0141104228092799,-0.0136148553903923
Normal_6_equil_TRUE_pn_500_seed_35,ALDUQ_window5,-0.0141104228092799,-0.0136148553903923
Normal_6_equil_TRUE_pn_500_seed_35,ALDUQ_window10,0.132285213836999,0.127597131547112
Normal_6_equil_TRUE_pn_500_seed_35,chull,0.387779638845949,0.284627536611801
Normal_6_equil_TRUE_pn_500_seed_35,chull_window5,0.513671191645381,0.403299301985896
Normal_6_equil_TRUE_pn_500_seed_35,chull_window10,0.513671191645381,0.403299301985896
