sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_500_seed_9,PPM,1,1
Normal_4_equil_TRUE_pn_500_seed_9,PPM_window5,1,1
Normal_4_equil_TRUE_pn_500_seed_9,PPM_window10,1,1
Normal_4_equil_TRUE_pn_500_seed_9,PPI,1,1
Normal_4_equil_TRUE_pn_500_seed_9,PPI_window5,1,1
Normal_4_equil_TRUE_pn_500_seed_9,PPI_window10,1,1
Normal_4_equil_TRUE_pn_500_seed_9,ALDUQ,-0.0146722376568531,-0.0120012941400502
Normal_4_equil_TRUE_pn_500_seed_9,ALDUQ_window5,-0.0146722376568531,-0.0120012941400502
Normal_4_equil_TRUE_pn_500_seed_9,ALDUQ_window10,0.126406970582119,0.10336019792122
Normal_4_equil_TRUE_pn_500_seed_9,chull,0.408963386983979,0.275029987505011
Normal_4_equil_TRUE_pn_500_seed_9,chull_window5,0.43994134506406,0.313392814499273
Normal_4_equil_TRUE_pn_500_seed_9,chull_window10,0.43994134506406,0.313392814499273
