sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_500_seed_25,PPM,1,1
Normal_6_equil_TRUE_pn_500_seed_25,PPM_window5,1,1
Normal_6_equil_TRUE_pn_500_seed_25,PPM_window10,1,1
Normal_6_equil_TRUE_pn_500_seed_25,PPI,1,1
Normal_6_equil_TRUE_pn_500_seed_25,PPI_window5,1,1
Normal_6_equil_TRUE_pn_500_seed_25,PPI_window10,1,1
Normal_6_equil_TRUE_pn_500_seed_25,ALDUQ,-0.00993709850663273,-0.00957250129591194
Normal_6_equil_TRUE_pn_500_seed_25,ALDUQ_window5,0.196257695505996,0.18903192518853
Normal_6_equil_TRUE_pn_500_seed_25,ALDUQ_window10,0.814842077543884,0.794775425966077
Normal_6_equil_TRUE_pn_500_seed_25,chull,0.461234351898548,0.334962044452348
Normal_6_equil_TRUE_pn_500_seed_25,chull_window5,0.480345404180235,0.359664131687201
Normal_6_equil_TRUE_pn_500_seed_25,chull_window10,0.513671191645381,0.403299301985896
