sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_150_seed_35,PPM,0.379166666666667,0.362540429523255
Normal_5_equil_FALSE_pn_150_seed_35,PPM_window5,1,1
Normal_5_equil_FALSE_pn_150_seed_35,PPM_window10,1,1
Normal_5_equil_FALSE_pn_150_seed_35,PPI,1,1
Normal_5_equil_FALSE_pn_150_seed_35,PPI_window5,1,1
Normal_5_equil_FALSE_pn_150_seed_35,PPI_window10,1,1
Normal_5_equil_FALSE_pn_150_seed_35,ALDUQ,0.134755162136127,0.122576229143485
Normal_5_equil_FALSE_pn_150_seed_35,ALDUQ_window5,0.909695716322934,0.899041222982041
Normal_5_equil_FALSE_pn_150_seed_35,ALDUQ_window10,0.909695716322934,0.899041222982041
Normal_5_equil_FALSE_pn_150_seed_35,chull,0.450908678222557,0.357641196395799
Normal_5_equil_FALSE_pn_150_seed_35,chull_window5,0.492660377028445,0.413760695792372
Normal_5_equil_FALSE_pn_150_seed_35,chull_window10,0.492660377028445,0.413760695792372
