sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_500_seed_33,PPM,1,1
Normal_4_equil_TRUE_pn_500_seed_33,PPM_window5,1,1
Normal_4_equil_TRUE_pn_500_seed_33,PPM_window10,1,1
Normal_4_equil_TRUE_pn_500_seed_33,PPI,1,1
Normal_4_equil_TRUE_pn_500_seed_33,PPI_window5,1,1
Normal_4_equil_TRUE_pn_500_seed_33,PPI_window10,1,1
Normal_4_equil_TRUE_pn_500_seed_33,ALDUQ,-0.0140821792938709,-0.0117936405487753
Normal_4_equil_TRUE_pn_500_seed_33,ALDUQ_window5,-0.0140821792938709,-0.0117936405487753
Normal_4_equil_TRUE_pn_500_seed_33,ALDUQ_window10,0.132607188350618,0.11102221974511
Normal_4_equil_TRUE_pn_500_seed_33,chull,0.43994134506406,0.313392814499273
Normal_4_equil_TRUE_pn_500_seed_33,chull_window5,0.464704014173033,0.344763513973558
Normal_4_equil_TRUE_pn_500_seed_33,chull_window10,0.47867226233077,0.36268272316986
