sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_100_seed_18,PPM,0.497597774256313,0.459270322167698
Normal_5_equil_FALSE_pn_100_seed_18,PPM_window5,0.76656954412459,0.724002560273096
Normal_5_equil_FALSE_pn_100_seed_18,PPM_window10,0.76656954412459,0.724002560273096
Normal_5_equil_FALSE_pn_100_seed_18,PPI,0.889756521002609,0.873934015049199
Normal_5_equil_FALSE_pn_100_seed_18,PPI_window5,0.889756521002609,0.873934015049199
Normal_5_equil_FALSE_pn_100_seed_18,PPI_window10,0.889756521002609,0.873934015049199
Normal_5_equil_FALSE_pn_100_seed_18,ALDUQ,0.157894736842105,0.143028521023229
Normal_5_equil_FALSE_pn_100_seed_18,ALDUQ_window5,0.157894736842105,0.143028521023229
Normal_5_equil_FALSE_pn_100_seed_18,ALDUQ_window10,0.578947368421053,0.55288444575125
Normal_5_equil_FALSE_pn_100_seed_18,chull,0.480065120516169,0.383437892095357
Normal_5_equil_FALSE_pn_100_seed_18,chull_window5,0.688247201611685,0.604914933837429
Normal_5_equil_FALSE_pn_100_seed_18,chull_window10,0.688247201611685,0.604914933837429
