sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_100_seed_37,PPM,0.290322580645161,0.262881059188627
Normal_6_equil_TRUE_pn_100_seed_37,PPM_window5,1,1
Normal_6_equil_TRUE_pn_100_seed_37,PPM_window10,1,1
Normal_6_equil_TRUE_pn_100_seed_37,PPI,1,1
Normal_6_equil_TRUE_pn_100_seed_37,PPI_window5,1,1
Normal_6_equil_TRUE_pn_100_seed_37,PPI_window10,1,1
Normal_6_equil_TRUE_pn_100_seed_37,ALDUQ,0.112903225806452,0.098851844337744
Normal_6_equil_TRUE_pn_100_seed_37,ALDUQ_window5,1,1
Normal_6_equil_TRUE_pn_100_seed_37,ALDUQ_window10,1,1
Normal_6_equil_TRUE_pn_100_seed_37,chull,0.489521538244774,0.307375995887947
Normal_6_equil_TRUE_pn_100_seed_37,chull_window5,0.557848945432636,0.40660910389504
Normal_6_equil_TRUE_pn_100_seed_37,chull_window10,0.578513110789063,0.436882103389906
