sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_150_seed_32,PPM,0.43019420011017,0.411885677033174
Normal_5_equil_FALSE_pn_150_seed_32,PPM_window5,0.66076591168001,0.642230453528514
Normal_5_equil_FALSE_pn_150_seed_32,PPM_window10,0.66076591168001,0.642230453528514
Normal_5_equil_FALSE_pn_150_seed_32,PPI,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_32,PPI_window5,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_32,PPI_window10,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_32,ALDUQ,0.151403902436964,0.140486087549807
Normal_5_equil_FALSE_pn_150_seed_32,ALDUQ_window5,0.151403902436964,0.140486087549807
Normal_5_equil_FALSE_pn_150_seed_32,ALDUQ_window10,0.720122762851442,0.701216592338742
Normal_5_equil_FALSE_pn_150_seed_32,chull,0.517481860755901,0.446990671698532
Normal_5_equil_FALSE_pn_150_seed_32,chull_window5,0.545781730952701,0.48456426719139
Normal_5_equil_FALSE_pn_150_seed_32,chull_window10,0.578495623966901,0.52738821046826
