sample,beta_sigma,estK,method,MCC,ARI,TPR,FPR
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,7,PPM,0.720051396949316,0.701030474492884,0.666666666666667,0.013986013986014
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,7,PPM_window5,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,7,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,7,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,3,PPM,0.793006993006993,0.781438358945001,0.8,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,3,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,3,PPI,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,3,PPI_window5,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,5,PPM,0.793006993006993,0.781438358945001,0.8,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,5,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,5,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,5,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/4n,9,PPM,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/4n,9,PPM_window5,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/4n,9,PPI,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/4n,9,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,11,PPM,0.793006993006993,0.781438358945001,0.8,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,11,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,11,PPI,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
Normal_5_equil_FALSE_pn_150_seed_33,1/2n,11,PPI_window5,0.909673473014261,0.898968918966561,0.833333333333333,0.00699300699300699
