"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.920069761391863,0.0799302386081366,0.0818415108179635,0.918158489182037,"10851",1,20,"sign"
"2",0.817391304347826,0.182608695652174,0.179597701149425,0.820402298850575,"10851",1,20,"gaussian"
"3",0.914642063801024,0.0853579361989762,0.104305281368555,0.895694718631445,"10851",2,20,"sign"
"4",0.771317829457364,0.228682170542636,0.199658703071672,0.800341296928328,"10851",2,20,"gaussian"
"5",0.960591123138338,0.0394088768616617,0.101247386867179,0.898752613132821,"10851",3,20,"sign"
"6",0.82258064516129,0.17741935483871,0.144356955380577,0.855643044619423,"10851",3,20,"gaussian"
"7",0.901008219873364,0.0989917801266356,0.0587123137915753,0.941287686208425,"10851",4,20,"sign"
"8",0.83030303030303,0.16969696969697,0.110671936758893,0.889328063241107,"10851",4,20,"gaussian"
"9",0.927162325738949,0.0728376742610511,0.127671813969047,0.872328186030953,"10851",5,20,"sign"
"10",0.801324503311258,0.198675496688742,0.186708860759494,0.813291139240506,"10851",5,20,"gaussian"
"11",0.971480310477648,0.0285196895223516,0.117499282822258,0.882500717177742,"10851",6,20,"sign"
"12",0.748953974895398,0.251046025104602,0.170454545454545,0.829545454545455,"10851",6,20,"gaussian"
"13",0.925436342125986,0.0745636578740137,0.0529619252494918,0.947038074750508,"10851",7,20,"sign"
"14",0.791666666666667,0.208333333333333,0.170731707317073,0.829268292682927,"10851",7,20,"gaussian"
"15",0.947915615928471,0.0520843840715286,0.0990543450408106,0.900945654959189,"10851",8,20,"sign"
"16",0.791044776119403,0.208955223880597,0.176100628930818,0.823899371069182,"10851",8,20,"gaussian"
"17",0.973596779848899,0.0264032201511009,0.104717876754122,0.895282123245878,"10851",9,20,"sign"
"18",0.802955665024631,0.197044334975369,0.217877094972067,0.782122905027933,"10851",9,20,"gaussian"
"19",0.926779626318213,0.0732203736817868,0.112992156592978,0.887007843407022,"10851",10,20,"sign"
"20",0.788177339901478,0.211822660098522,0.227027027027027,0.772972972972973,"10851",10,20,"gaussian"
"21",0.896275351223888,0.103724648776112,0.0994836271493042,0.900516372850696,"10851",11,20,"sign"
"22",0.779661016949153,0.220338983050847,0.179310344827586,0.820689655172414,"10851",11,20,"gaussian"
"23",0.909078333733224,0.0909216662667763,0.172500158133862,0.827499841866138,"10851",12,20,"sign"
"24",0.786516853932584,0.213483146067416,0.300813008130081,0.699186991869919,"10851",12,20,"gaussian"
"25",0.899624799912542,0.100375200087458,0.115616561576135,0.884383438423865,"10851",13,20,"sign"
"26",0.73015873015873,0.26984126984127,0.175531914893617,0.824468085106383,"10851",13,20,"gaussian"
"27",0.906439658054971,0.0935603419450286,0.17706024553935,0.82293975446065,"10851",14,20,"sign"
"28",0.754901960784314,0.245098039215686,0.133333333333333,0.866666666666667,"10851",14,20,"gaussian"
"29",0.92563630285286,0.0743636971471398,0.0833895121073681,0.916610487892632,"10851",15,20,"sign"
"30",0.831081081081081,0.168918918918919,0.162337662337662,0.837662337662338,"10851",15,20,"gaussian"
"31",0.864936263162319,0.135063736837681,0.0468587075220326,0.953141292477967,"10851",16,20,"sign"
"32",0.786324786324786,0.213675213675214,0.189393939393939,0.810606060606061,"10851",16,20,"gaussian"
"33",0.877389419641576,0.122610580358424,0.0264703119324267,0.973529688067573,"10851",17,20,"sign"
"34",0.785714285714286,0.214285714285714,0.0895522388059701,0.91044776119403,"10851",17,20,"gaussian"
"35",0.897999752216656,0.102000247783344,0.127197316525263,0.872802683474737,"10851",18,20,"sign"
"36",0.751724137931034,0.248275862068966,0.198895027624309,0.801104972375691,"10851",18,20,"gaussian"
"37",0.900402888016307,0.0995971119836928,0.0509353975566492,0.949064602443351,"10851",19,20,"sign"
"38",0.765625,0.234375,0.180722891566265,0.819277108433735,"10851",19,20,"gaussian"
