"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.939361659185823,0.0606383408141774,0.11781160030129,0.882188399698711,"11127",1,20,"sign"
"2",0.809624537281861,0.190375462718139,0.176211453744493,0.823788546255507,"11127",1,20,"gaussian"
"3",0.935796340905225,0.0642036590947746,0.102004787679579,0.897995212320421,"11127",2,20,"sign"
"4",0.798029556650246,0.201970443349754,0.188361408882083,0.811638591117917,"11127",2,20,"gaussian"
"5",0.901209497382175,0.0987905026178251,0.110144512077235,0.889855487922765,"11127",3,20,"sign"
"6",0.767015706806283,0.232984293193717,0.163602941176471,0.836397058823529,"11127",3,20,"gaussian"
"7",0.859713098608479,0.140286901391521,0.104891989802783,0.895108010197217,"11127",4,20,"sign"
"8",0.770428015564202,0.229571984435798,0.210714285714286,0.789285714285714,"11127",4,20,"gaussian"
"9",0.9075483699296,0.0924516300703995,0.11716562019463,0.88283437980537,"11127",5,20,"sign"
"10",0.8,0.2,0.188741721854305,0.811258278145695,"11127",5,20,"gaussian"
"11",0.87346937572737,0.12653062427263,0.0605413121850512,0.939458687814949,"11127",6,20,"sign"
"12",0.814634146341463,0.185365853658537,0.171171171171171,0.828828828828829,"11127",6,20,"gaussian"
"13",0.909900404337448,0.0900995956625518,0.169204558803142,0.830795441196858,"11127",7,20,"sign"
"14",0.766423357664234,0.233576642335766,0.205298013245033,0.794701986754967,"11127",7,20,"gaussian"
