"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",2.125,1.358,"9549",1,500,"-1",115
"2",8.957,2.189,"9549",1,500,"1",115
"3",-1.943,2.332,"9549",1,500,"-1",114
"4",3.258,0.747,"9549",1,500,"1",114
"5",-2.77,1.485,"9549",1,500,"-1",113
"6",0.484,0.893,"9549",1,500,"1",113
"7",-2.486,2.833,"9549",1,500,"-1",112
"8",5.502,3.487,"9549",1,500,"1",112
"9",-2.605,2.076,"9549",1,500,"-1",111
"10",1.735,1.701,"9549",1,500,"1",111
"11",-1.845,2.595,"9549",1,500,"-1",110
"12",4.001,1.584,"9549",1,500,"1",110
"13",-5.288,1.828,"9549",1,500,"-1",109
"14",1.607,2.703,"9549",1,500,"1",109
"15",-3.328,1.353,"9549",1,500,"-1",108
"16",0.834,1.69,"9549",1,500,"1",108
"17",-0.966,1.744,"9549",1,500,"-1",107
"18",2.45,0.4,"9549",1,500,"1",107
"19",-2.503,3.342,"9549",1,500,"-1",106
"20",6.686,1.88,"9549",1,500,"1",106
"21",-2.026,2.21,"9549",1,500,"-1",105
"22",3.263,1.594,"9549",1,500,"1",105
"23",-0.118,3.89,"9549",1,500,"-1",104
"24",12.378,3.902,"9549",1,500,"1",104
"25",-2.151,2.852,"9549",1,500,"-1",103
"26",9.168,4.008,"9549",1,500,"1",103
"27",-2.883,2.17,"9549",1,500,"-1",102
"28",3.164,2.048,"9549",1,500,"1",102
"29",0.962,4.464,"9549",1,500,"-1",101
"30",10.456,3.23,"9549",1,500,"1",101
"31",-4.382,1.719,"9549",1,500,"-1",100
"32",2.391,2.314,"9549",1,500,"1",100
"33",-6.203,2.1,"9549",1,500,"-1",99
"34",0.167,1.534,"9549",1,500,"1",99
"35",-7.168,1.949,"9549",1,500,"-1",98
"36",2.199,4.358,"9549",1,500,"1",98
"37",1.075,1.278,"9549",1,500,"-1",97
"38",7.256,1.656,"9549",1,500,"1",97
"39",-3.72,1.812,"9549",1,500,"-1",96
"40",1.971,2.441,"9549",1,500,"1",96
"41",0.615,1.272,"9549",1,500,"-1",95
"42",2.105,4.819,"9549",1,500,"1",95
"43",-3.784,2.379,"9549",1,500,"-1",94
"44",3.969,1.521,"9549",1,500,"1",94
"45",-3.542,1.403,"9549",1,500,"-1",93
"46",0.302,0.805,"9549",1,500,"1",93
"47",-3.003,1.215,"9549",1,500,"-1",92
"48",0.299,1.431,"9549",1,500,"1",92
"49",-4.053,1.621,"9549",1,500,"-1",91
"50",1.054,1.973,"9549",1,500,"1",91
"51",-2.382,1.392,"9549",1,500,"-1",90
"52",3.338,2.072,"9549",1,500,"1",90
"53",0.582,0.54,"9549",1,500,"-1",89
"54",2.516,0.663,"9549",1,500,"1",89
"55",-1.507,1.731,"9549",1,500,"-1",88
"56",2.995,1.472,"9549",1,500,"1",88
"57",-0.806,0.716,"9549",1,500,"-1",87
"58",2.112,1.052,"9549",1,500,"1",87
"59",-4.384,3.564,"9549",1,500,"-1",86
"60",6.193,2.744,"9549",1,500,"1",86
"61",-4.963,2.561,"9549",1,500,"-1",85
"62",2.263,1.674,"9549",1,500,"1",85
"63",-3.199,2.208,"9549",1,500,"-1",84
"64",5.069,3.521,"9549",1,500,"1",84
"65",-2.516,1.354,"9549",1,500,"-1",83
"66",1.17,2.159,"9549",1,500,"1",83
"67",-4.874,0.845,"9549",1,500,"-1",82
"68",-1.782,0.992,"9549",1,500,"1",82
"69",-1.524,1.811,"9549",1,500,"-1",81
"70",0.259,6.008,"9549",1,500,"1",81
"71",-7.056,1.685,"9549",1,500,"-1",80
"72",0.763,3.165,"9549",1,500,"1",80
"73",-1.148,0.814,"9549",1,500,"-1",79
"74",1.862,1.2,"9549",1,500,"1",79
"75",-2.777,0.894,"9549",1,500,"-1",78
"76",0.52,1.116,"9549",1,500,"1",78
"77",-3.156,2.108,"9549",1,500,"-1",77
"78",3.638,1.726,"9549",1,500,"1",77
"79",-0.669,0.98,"9549",1,500,"-1",76
"80",6.495,2.662,"9549",1,500,"1",76
"81",-5.29,0.296,"9549",1,500,"-1",75
"82",-1.126,2.025,"9549",1,500,"1",75
"83",-1.482,1.204,"9549",1,500,"-1",74
"84",2.545,1.382,"9549",1,500,"1",74
"85",-7.083,3.502,"9549",1,500,"-1",73
"86",6.291,3.915,"9549",1,500,"1",73
"87",-0.296,1.175,"9549",1,500,"-1",72
"88",3.687,1.07,"9549",1,500,"1",72
"89",-3.209,3.594,"9549",1,500,"-1",71
"90",8.47,1.945,"9549",1,500,"1",71
"91",-0.269,1.257,"9549",1,500,"-1",70
"92",4.461,1.904,"9549",1,500,"1",70
"93",-4.162,1.309,"9549",1,500,"-1",69
"94",3.105,2.755,"9549",1,500,"1",69
"95",0.366,0.873,"9549",1,500,"-1",68
"96",2.996,1.073,"9549",1,500,"1",68
"97",0.62,1.759,"9549",1,500,"-1",67
"98",1.665,7.864,"9549",1,500,"1",67
"99",-4.172,3.121,"9549",1,500,"-1",66
"100",3.514,2.78,"9549",1,500,"1",66
"101",-1.118,1.836,"9549",1,500,"-1",65
"102",5.704,2.273,"9549",1,500,"1",65
"103",-2.964,1.702,"9549",1,500,"-1",64
"104",3.148,1.971,"9549",1,500,"1",64
"105",-2.868,1.75,"9549",1,500,"-1",63
"106",2.166,0.873,"9549",1,500,"1",63
"107",-4.054,2.293,"9549",1,500,"-1",62
"108",3.693,7.506,"9549",1,500,"1",62
"109",-1.064,1.848,"9549",1,500,"-1",61
"110",4.572,1.624,"9549",1,500,"1",61
"111",-1.379,1.433,"9549",1,500,"-1",60
"112",0.42,4.469,"9549",1,500,"1",60
"113",-6.258,3.719,"9549",1,500,"-1",59
"114",2.995,4.415,"9549",1,500,"1",59
"115",-4.276,2.853,"9549",1,500,"-1",58
"116",3.563,3.567,"9549",1,500,"1",58
"117",-4.3,0.577,"9549",1,500,"-1",57
"118",1.703,1.437,"9549",1,500,"1",57
"119",-1.546,1.108,"9549",1,500,"-1",56
"120",4.237,2.447,"9549",1,500,"1",56
"121",0.817,3.618,"9549",1,500,"-1",55
"122",12.256,2.327,"9549",1,500,"1",55
"123",0.471,0.667,"9549",1,500,"-1",54
"124",0.707,0,"9549",1,500,"1",54
"125",-0.417,1.055,"9549",1,500,"-1",53
"126",1.006,3.029,"9549",1,500,"1",53
"127",-1.458,0.52,"9549",1,500,"-1",52
"128",-0.205,0.231,"9549",1,500,"1",52
"129",-5.344,1.288,"9549",1,500,"-1",51
"130",0.022,2.145,"9549",1,500,"1",51
"131",-5.537,3.003,"9549",1,500,"-1",50
"132",8.088,2.999,"9549",1,500,"1",50
"133",-1.516,2.526,"9549",1,500,"-1",49
"134",5.343,1.018,"9549",1,500,"1",49
"135",-0.162,1.949,"9549",1,500,"-1",48
"136",4,0.906,"9549",1,500,"1",48
"137",-4.303,2.301,"9549",1,500,"-1",47
"138",2.04,2.573,"9549",1,500,"1",47
"139",-5.581,2.771,"9549",1,500,"-1",46
"140",4.849,3.124,"9549",1,500,"1",46
"141",-0.667,0.16,"9549",1,500,"-1",45
"142",-0.181,0.139,"9549",1,500,"1",45
"143",-4.017,2.589,"9549",1,500,"-1",44
"144",1.093,1.402,"9549",1,500,"1",44
"145",-3.009,1.578,"9549",1,500,"-1",43
"146",0.585,0.797,"9549",1,500,"1",43
