"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.875559233650643,0.124440766349357,0.0716614520851431,0.928338547914857,"11248",1,500,"sign",1
"2",0.866666666666667,0.133333333333333,0.428571428571429,0.571428571428571,"11248",1,500,"gaussian",1
"3",0.954252976179627,0.0457470238203727,0.130820076407953,0.869179923592047,"11248",1,500,"sign",2
"4",0.833333333333333,0.166666666666667,0.25,0.75,"11248",1,500,"gaussian",2
"5",0.855622194987651,0.144377805012349,0.0938061440865691,0.906193855913431,"11248",1,500,"sign",3
"6",0.931506849315068,0.0684931506849315,0.375,0.625,"11248",1,500,"gaussian",3
"7",0.976875831866224,0.0231241681337764,0.104119903191712,0.895880096808288,"11248",1,500,"sign",4
"8",0.904761904761905,0.0952380952380952,0.266666666666667,0.733333333333333,"11248",1,500,"gaussian",4
"9",0.768512963692727,0.231487036307273,0.178327621446314,0.821672378553686,"11248",1,500,"sign",5
"10",0.7,0.3,0.136363636363636,0.863636363636364,"11248",1,500,"gaussian",5
"11",0.882129607885812,0.117870392114189,0.0653788382334525,0.934621161766548,"11248",1,500,"sign",6
"12",0.823529411764706,0.176470588235294,0.121212121212121,0.878787878787879,"11248",1,500,"gaussian",6
"13",0.918737461948574,0.0812625380514264,0.0889113950328876,0.911088604967113,"11248",1,500,"sign",7
"14",0.851851851851852,0.148148148148148,0.19047619047619,0.80952380952381,"11248",1,500,"gaussian",7
"15",0.970631977533174,0.0293680224668257,0.0658898345860329,0.934110165413967,"11248",1,500,"sign",8
"16",0.934426229508197,0.0655737704918033,0.131578947368421,0.868421052631579,"11248",1,500,"gaussian",8
"17",0.971192995681851,0.0288070043181495,0.0737069472718561,0.926293052728144,"11248",1,500,"sign",9
"18",0.82,0.18,0.09375,0.90625,"11248",1,500,"gaussian",9
"19",0.883945211356995,0.116054788643005,0.033672489619556,0.966327510380444,"11248",1,500,"sign",10
"20",0.82258064516129,0.17741935483871,0.127906976744186,0.872093023255814,"11248",1,500,"gaussian",10
"21",0.95309920187182,0.0469007981281802,0.0464336746799704,0.95356632532003,"11248",1,500,"sign",11
"22",0.840425531914894,0.159574468085106,0.188235294117647,0.811764705882353,"11248",1,500,"gaussian",11
"23",0.914371149297545,0.0856288507024546,0.0678347326703813,0.932165267329619,"11248",1,500,"sign",12
"24",0.846153846153846,0.153846153846154,0.214285714285714,0.785714285714286,"11248",1,500,"gaussian",12
"25",0.922364090803135,0.077635909196865,0.0871458579172736,0.912854142082727,"11248",1,500,"sign",13
"26",0.912280701754386,0.087719298245614,0.333333333333333,0.666666666666667,"11248",1,500,"gaussian",13
"27",0.952493730884455,0.0475062691155451,0.0961495490960046,0.903850450903995,"11248",1,500,"sign",14
"28",0.785714285714286,0.214285714285714,0.210526315789474,0.789473684210526,"11248",1,500,"gaussian",14
"29",0.930642093079278,0.069357906920722,0.105728950441449,0.894271049558551,"11248",1,500,"sign",15
"30",0.777777777777778,0.222222222222222,0.2,0.8,"11248",1,500,"gaussian",15
"31",0.74969680207666,0.25030319792334,0.199816200048524,0.800183799951476,"11248",1,500,"sign",16
"32",1,0,0,1,"11248",1,500,"gaussian",16
