"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.942,1.684,"9531",1,500,"-1",9
"2",2.363,1.657,"9531",1,500,"1",9
"3",0.515,0.345,"9531",1,500,"-1",8
"4",1.825,0.452,"9531",1,500,"1",8
"5",-3.028,1.412,"9531",1,500,"-1",7
"6",2.031,2.74,"9531",1,500,"1",7
"7",-6.301,1.786,"9531",1,500,"-1",6
"8",0.659,3.445,"9531",1,500,"1",6
"9",-3.377,2.318,"9531",1,500,"-1",4
"10",2.766,2.289,"9531",1,500,"1",4
"11",0.296,0.246,"9531",1,500,"-1",3
"12",1.305,0.401,"9531",1,500,"1",3
"13",-1.032,1.099,"9531",1,500,"-1",2
"14",2.031,0.967,"9531",1,500,"1",2
"15",-0.549,1.523,"9531",1,500,"-1",1
"16",3.275,1.163,"9531",1,500,"1",1
