"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-7.532,1.903,"10860",1,500,"-1",80
"2",-1.076,2.699,"10860",1,500,"1",80
"3",-9.075,2.474,"10860",1,500,"-1",79
"4",2.398,3.868,"10860",1,500,"1",79
"5",-10.4,1.302,"10860",1,500,"-1",78
"6",-0.306,4.028,"10860",1,500,"1",78
"7",-0.187,2.391,"10860",1,500,"-1",77
"8",6.254,1.201,"10860",1,500,"1",77
"9",-4.061,1.723,"10860",1,500,"-1",76
"10",2.453,2.345,"10860",1,500,"1",76
"11",0.305,1.302,"10860",1,500,"-1",75
"12",3.859,1.32,"10860",1,500,"1",75
"13",-1.545,1.57,"10860",1,500,"-1",74
"14",-0.401,7.438,"10860",1,500,"1",74
"15",-0.918,0.948,"10860",1,500,"-1",73
"16",2.519,0.872,"10860",1,500,"1",73
"17",-1.015,0.489,"10860",1,500,"-1",72
"18",0.258,0.339,"10860",1,500,"1",72
"19",2.769,3.726,"10860",1,500,"-1",71
"20",14.412,3.085,"10860",1,500,"1",71
"21",-4.245,1.16,"10860",1,500,"-1",70
"22",0.468,2.094,"10860",1,500,"1",70
"23",-3.64,1.587,"10860",1,500,"-1",69
"24",3.065,2.997,"10860",1,500,"1",69
"25",-4.274,2.118,"10860",1,500,"-1",68
"26",0.995,2.332,"10860",1,500,"1",68
"27",-2.179,0.795,"10860",1,500,"-1",67
"28",0.762,1.195,"10860",1,500,"1",67
"29",-5.153,2.544,"10860",1,500,"-1",65
"30",3.436,3.209,"10860",1,500,"1",65
"31",-4.708,1.964,"10860",1,500,"-1",64
"32",1.631,2.837,"10860",1,500,"1",64
"33",-2.35,1.128,"10860",1,500,"-1",62
"34",1.087,0.958,"10860",1,500,"1",62
"35",-1.958,1.37,"10860",1,500,"-1",61
"36",3.686,2.368,"10860",1,500,"1",61
"37",-0.91,2.563,"10860",1,500,"-1",60
"38",4.226,1.431,"10860",1,500,"1",60
"39",-7.4,2.354,"10860",1,500,"-1",59
"40",1.106,3.248,"10860",1,500,"1",59
"41",-1.793,1.304,"10860",1,500,"-1",58
"42",1.493,1.062,"10860",1,500,"1",58
"43",-2.34,2.179,"10860",1,500,"-1",57
"44",3.558,1.938,"10860",1,500,"1",57
"45",-4.121,2.145,"10860",1,500,"-1",56
"46",1.811,2.196,"10860",1,500,"1",56
"47",-3.462,1.767,"10860",1,500,"-1",55
"48",3.868,2.856,"10860",1,500,"1",55
"49",-4.217,1.519,"10860",1,500,"-1",54
"50",1.413,2.271,"10860",1,500,"1",54
"51",-2.182,1.627,"10860",1,500,"-1",53
"52",-0.799,5.453,"10860",1,500,"1",53
"53",-2.651,3.739,"10860",1,500,"-1",52
"54",9.565,1.645,"10860",1,500,"1",52
"55",-0.814,0.41,"10860",1,500,"-1",51
"56",0.402,0.46,"10860",1,500,"1",51
"57",-0.609,2.014,"10860",1,500,"-1",50
"58",5.254,1.138,"10860",1,500,"1",50
"59",-2.962,4.561,"10860",1,500,"-1",49
"60",2.303,1.73,"10860",1,500,"1",49
"61",-3.049,2.09,"10860",1,500,"-1",48
"62",3.109,2.909,"10860",1,500,"1",48
"63",1.848,9.427,"10860",1,500,"-1",47
"64",5.011,2.484,"10860",1,500,"1",47
"65",-0.074,0.402,"10860",1,500,"-1",46
"66",1.166,0.466,"10860",1,500,"1",46
"67",-3.753,1.41,"10860",1,500,"-1",45
"68",0.549,1.645,"10860",1,500,"1",45
"69",-1.878,0.469,"10860",1,500,"-1",44
"70",-0.349,0.345,"10860",1,500,"1",44
"71",-0.767,3.033,"10860",1,500,"-1",42
"72",7.826,1.799,"10860",1,500,"1",42
"73",-0.895,2.765,"10860",1,500,"-1",41
"74",5.656,1.263,"10860",1,500,"1",41
"75",-5.311,2.442,"10860",1,500,"-1",39
"76",1.591,2.387,"10860",1,500,"1",39
"77",-1.066,0.629,"10860",1,500,"-1",38
"78",1.448,0.952,"10860",1,500,"1",38
"79",-4.28,2.007,"10860",1,500,"-1",37
"80",2.135,3.026,"10860",1,500,"1",37
"81",-1.905,1.773,"10860",1,500,"-1",36
"82",3.99,1.796,"10860",1,500,"1",36
"83",0.194,1.243,"10860",1,500,"-1",35
"84",3.848,1.055,"10860",1,500,"1",35
"85",-0.748,0.688,"10860",1,500,"-1",34
"86",1.434,0.986,"10860",1,500,"1",34
"87",-4.346,4.285,"10860",1,500,"-1",33
"88",3.275,1.673,"10860",1,500,"1",33
"89",-2.075,0.906,"10860",1,500,"-1",32
"90",0.417,0.909,"10860",1,500,"1",32
"91",-4.237,1.483,"10860",1,500,"-1",31
"92",0.07,1.288,"10860",1,500,"1",31
"93",-1.75,1.965,"10860",1,500,"-1",30
"94",2.585,1.574,"10860",1,500,"1",30
"95",0.701,1.496,"10860",1,500,"-1",29
"96",4.794,1.347,"10860",1,500,"1",29
"97",-3.179,2.545,"10860",1,500,"-1",28
"98",3.504,2.039,"10860",1,500,"1",28
"99",-2.213,1.788,"10860",1,500,"-1",26
