"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.346,1.976,"11030",1,500,"-1",21
"2",3.068,1.469,"11030",1,500,"1",21
"3",-2.212,1.41,"11030",1,500,"-1",20
"4",2.434,2.484,"11030",1,500,"1",20
"5",-3.427,0.763,"11030",1,500,"-1",19
"6",1.381,1.345,"11030",1,500,"1",19
"7",-2.437,3.312,"11030",1,500,"-1",18
"8",5.868,2.583,"11030",1,500,"1",18
"9",-3,0,"11030",1,500,"-1",17
"10",0.909,1.832,"11030",1,500,"1",17
"11",-3.868,2.36,"11030",1,500,"-1",16
"12",3.128,2.084,"11030",1,500,"1",16
"13",-1.41,1.11,"11030",1,500,"-1",15
"14",2.065,1.286,"11030",1,500,"1",15
"15",-1.326,2.145,"11030",1,500,"-1",14
"16",4.071,1.57,"11030",1,500,"1",14
"17",0.203,1.423,"11030",1,500,"-1",13
"18",4.38,1.604,"11030",1,500,"1",13
"19",0.885,0.975,"11030",1,500,"-1",12
"20",4.144,1.247,"11030",1,500,"1",12
"21",-1.77,0.91,"11030",1,500,"-1",11
"22",1.897,1.469,"11030",1,500,"1",11
"23",-0.666,3.165,"11030",1,500,"-1",10
"24",-0.623,3.182,"11030",1,500,"1",10
"25",-2.926,2.103,"11030",1,500,"-1",9
"26",3.355,1.976,"11030",1,500,"1",9
"27",-1.248,2.317,"11030",1,500,"-1",8
"28",4.803,1.674,"11030",1,500,"1",8
"29",-3.188,0.809,"11030",1,500,"-1",7
"30",1.049,1.224,"11030",1,500,"1",7
"31",-3.48,2.065,"11030",1,500,"-1",6
"32",2.512,2.676,"11030",1,500,"1",6
"33",-1.297,1.645,"11030",1,500,"-1",5
"34",3.079,0.844,"11030",1,500,"1",5
"35",-6.09,2.768,"11030",1,500,"-1",4
"36",1.107,2.464,"11030",1,500,"1",4
"37",-2.054,2.214,"11030",1,500,"-1",3
"38",3.095,0.997,"11030",1,500,"1",3
"39",-4.16,2.247,"11030",1,500,"-1",2
"40",2.724,2.439,"11030",1,500,"1",2
"41",-1.249,0.348,"11030",1,500,"-1",1
"42",0.033,0.436,"11030",1,500,"1",1
