"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.955502033981743,0.0444979660182567,0.0408084156458059,0.959191584354194,"9689",1,500,"sign",1
"2",0.84375,0.15625,0.119047619047619,0.880952380952381,"9689",1,500,"gaussian",1
"3",0.896201169881104,0.103798830118896,0.0444465567143539,0.955553443285646,"9689",1,500,"sign",2
"4",0.805555555555556,0.194444444444444,0.114503816793893,0.885496183206107,"9689",1,500,"gaussian",2
"5",0.95343007639687,0.04656992360313,0.0361786865827692,0.963821313417231,"9689",1,500,"sign",3
"6",0.892307692307692,0.107692307692308,0.0936170212765957,0.906382978723404,"9689",1,500,"gaussian",3
"7",0.926576969710342,0.0734230302896584,0.0613393396456096,0.93866066035439,"9689",1,500,"sign",4
"8",0.909090909090909,0.0909090909090909,0.333333333333333,0.666666666666667,"9689",1,500,"gaussian",4
"9",0.946997750105014,0.0530022498949864,0.0612740961385675,0.938725903861432,"9689",1,500,"sign",5
"10",0.919354838709677,0.0806451612903226,0.166666666666667,0.833333333333333,"9689",1,500,"gaussian",5
"11",0.895131003456137,0.104868996543863,0.0812237968106845,0.918776203189316,"9689",1,500,"sign",7
"12",0.80952380952381,0.19047619047619,0.195652173913043,0.804347826086957,"9689",1,500,"gaussian",7
"13",0.864296490402184,0.135703509597815,0.0777141283877703,0.92228587161223,"9689",1,500,"sign",8
"14",0.722222222222222,0.277777777777778,0.121951219512195,0.878048780487805,"9689",1,500,"gaussian",8
"15",0.973314588057974,0.0266854119420258,0.0402038351112449,0.959796164888755,"9689",1,500,"sign",9
"16",0.830188679245283,0.169811320754717,0.136986301369863,0.863013698630137,"9689",1,500,"gaussian",9
"17",0.808846883058627,0.191153116941373,0.105527811934004,0.894472188065996,"9689",1,500,"sign",10
"18",0.8,0.2,0.352941176470588,0.647058823529412,"9689",1,500,"gaussian",10
"19",0.875793378815688,0.124206621184312,0.0718257635040517,0.928174236495948,"9689",1,500,"sign",11
"20",0.5,0.5,0.05,0.95,"9689",1,500,"gaussian",11
"21",0.952446585296361,0.0475534147036388,1.52024788244224e-08,0.999999984797521,"9689",1,500,"sign",12
"22",0.947368421052632,0.0526315789473684,0.00961538461538462,0.990384615384615,"9689",1,500,"gaussian",12
"23",0.969615019014238,0.0303849809857624,0.016570648643628,0.983429351356372,"9689",1,500,"sign",13
"24",0.888888888888889,0.111111111111111,0.0344827586206897,0.96551724137931,"9689",1,500,"gaussian",13
"25",0.912521633693094,0.0874783663069057,0.1508254951097,0.8491745048903,"9689",1,500,"sign",14
"26",0.888888888888889,0.111111111111111,0.222222222222222,0.777777777777778,"9689",1,500,"gaussian",14
"27",0.943971812309517,0.0560281876904827,0.0680878951728363,0.931912104827164,"9689",1,500,"sign",15
"28",0.947368421052632,0.0526315789473684,0.0666666666666667,0.933333333333333,"9689",1,500,"gaussian",15
"29",0.97850837764377,0.0214916223562304,0.0396537936847476,0.960346206315252,"9689",1,500,"sign",16
"30",0.875,0.125,0.121951219512195,0.878048780487805,"9689",1,500,"gaussian",16
"31",0.921638263411685,0.0783617365883145,0.0472376173803373,0.952762382619663,"9689",1,500,"sign",17
"32",0.925925925925926,0.0740740740740741,0.13953488372093,0.86046511627907,"9689",1,500,"gaussian",17
"33",0.951999470651076,0.0480005293489235,0.0189075421849651,0.981092457815035,"9689",1,500,"sign",18
"34",0.869565217391304,0.130434782608696,0.0769230769230769,0.923076923076923,"9689",1,500,"gaussian",18
"35",0.964300664859276,0.035699335140724,2.08637578098522e-08,0.999999979136242,"9689",1,500,"sign",19
"36",0.909090909090909,0.0909090909090909,0.0952380952380952,0.904761904761905,"9689",1,500,"gaussian",19
