"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.393,3.095,"11107",1,500,"-1",100
"2",1.387,1.147,"11107",1,500,"1",100
"3",-1.41,2.387,"11107",1,500,"-1",99
"4",4.705,1.193,"11107",1,500,"1",99
"5",-1.943,2.507,"11107",1,500,"-1",98
"6",3.796,1.966,"11107",1,500,"1",98
"7",-4.473,1.314,"11107",1,500,"-1",97
"8",-0.947,0.223,"11107",1,500,"1",97
"9",-0.588,1.043,"11107",1,500,"-1",96
"10",1.709,0.734,"11107",1,500,"1",96
"11",-0.388,1.532,"11107",1,500,"-1",95
"12",3.584,1.133,"11107",1,500,"1",95
"13",-8.148,2.591,"11107",1,500,"-1",93
"14",1.23,3.12,"11107",1,500,"1",93
"15",-1.089,1.492,"11107",1,500,"-1",91
"16",4.646,1.441,"11107",1,500,"1",91
"17",-5.869,1.113,"11107",1,500,"-1",90
"18",-2.098,1.199,"11107",1,500,"1",90
"19",-7.458,2.498,"11107",1,500,"-1",89
"20",-0.176,3.341,"11107",1,500,"1",89
"21",-0.692,0.668,"11107",1,500,"-1",88
"22",1.04,0.662,"11107",1,500,"1",88
"23",-0.887,1.563,"11107",1,500,"-1",87
"24",3.66,1.479,"11107",1,500,"1",87
"25",-2.827,3.654,"11107",1,500,"-1",86
"26",4.829,2.962,"11107",1,500,"1",86
"27",-3.014,2.071,"11107",1,500,"-1",84
"28",5.512,1.531,"11107",1,500,"1",84
"29",0.243,1.142,"11107",1,500,"-1",83
"30",1.941,3.063,"11107",1,500,"1",83
"31",-0.794,1.256,"11107",1,500,"-1",82
"32",1.081,3.265,"11107",1,500,"1",82
"33",-1.179,0.974,"11107",1,500,"-1",81
"34",1.186,0.615,"11107",1,500,"1",81
"35",-0.011,6.859,"11107",1,500,"-1",80
"36",0.149,6.862,"11107",1,500,"1",80
"37",-7.707,4.32,"11107",1,500,"-1",79
"38",1.767,2.574,"11107",1,500,"1",79
"39",-3.089,0.823,"11107",1,500,"-1",78
"40",1.546,1.544,"11107",1,500,"1",78
"41",0.168,0.19,"11107",1,500,"-1",77
"42",1.191,0.427,"11107",1,500,"1",77
"43",-0.028,1.368,"11107",1,500,"-1",76
"44",3.849,0.971,"11107",1,500,"1",76
"45",-0.978,2.498,"11107",1,500,"-1",75
"46",4.436,1.838,"11107",1,500,"1",75
"47",-5,3.728,"11107",1,500,"-1",74
"48",-0.922,1.024,"11107",1,500,"1",74
