"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.194,1.076,"10505",1,20,"-1"
"2",0.001,3.404,"10505",1,20,"1"
"3",-1.007,1.003,"10505",2,20,"-1"
"4",1.28,1.094,"10505",2,20,"1"
"5",-0.599,0.979,"10505",3,20,"-1"
"6",1.444,0.959,"10505",3,20,"1"
