"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.213,1.063,"11346",1,20,"-1"
"2",0.102,3.008,"11346",1,20,"1"
"3",-0.57,0.902,"11346",2,20,"-1"
"4",1.795,1.06,"11346",2,20,"1"
