"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.243,2.728,"11253",1,20,"-1"
"2",-0.161,0.988,"11253",1,20,"1"
"3",-0.128,0.952,"11253",2,20,"-1"
"4",0.24,2.791,"11253",2,20,"1"
"5",-0.537,1.353,"11253",3,20,"-1"
"6",3.213,1.914,"11253",3,20,"1"
"7",-0.601,1.087,"11253",4,20,"-1"
"8",1.904,1.086,"11253",4,20,"1"
"9",-0.118,1.03,"11253",5,20,"-1"
"10",1.21,3.202,"11253",5,20,"1"
"11",-0.98,0.817,"11253",6,20,"-1"
"12",0.666,0.665,"11253",6,20,"1"
