"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.92617486481008,0.0738251351899202,0.102082229851032,0.897917770148968,"10484",1,20,"sign"
"2",0.809124278972208,0.190875721027792,0.186824498198662,0.813175501801338,"10484",1,20,"gaussian"
"3",0.893366102902187,0.106633897097813,0.121651754504854,0.878348245495146,"10484",2,20,"sign"
"4",0.740890688259109,0.259109311740891,0.191044776119403,0.808955223880597,"10484",2,20,"gaussian"
"5",0.910622152699562,0.0893778473004381,0.0918550655774517,0.908144934422548,"10484",3,20,"sign"
"6",0.789115646258503,0.210884353741497,0.167567567567568,0.832432432432432,"10484",3,20,"gaussian"
"7",0.944335570971171,0.0556644290288288,0.162330535454639,0.837669464545361,"10484",4,20,"sign"
"8",0.792307692307692,0.207692307692308,0.163636363636364,0.836363636363636,"10484",4,20,"gaussian"
"9",0.859473565928836,0.140526434071164,0.079858268733351,0.920141731266649,"10484",5,20,"sign"
"10",0.759259259259259,0.240740740740741,0.152046783625731,0.847953216374269,"10484",5,20,"gaussian"
