"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.928534073643064,0.0714659263569357,0.0999272009580094,0.900072799041991,"11398",1,20,"sign"
"2",0.811725846407927,0.188274153592073,0.175115207373272,0.824884792626728,"11398",1,20,"gaussian"
"3",0.941780749326118,0.0582192506738823,0.112361262374059,0.887638737625941,"11398",2,20,"sign"
"4",0.794332723948812,0.205667276051188,0.193631669535284,0.806368330464716,"11398",2,20,"gaussian"
"5",0.89630138453006,0.10369861546994,0.114401126165325,0.885598873834675,"11398",3,20,"sign"
"6",0.778443113772455,0.221556886227545,0.188295165394402,0.811704834605598,"11398",3,20,"gaussian"
"7",0.925177116948337,0.0748228830516627,0.100598727818444,0.899401272181556,"11398",4,20,"sign"
"8",0.798283261802575,0.201716738197425,0.169369369369369,0.830630630630631,"11398",4,20,"gaussian"
"9",0.919039110745,0.0809608892550001,0.145137279025247,0.854862720974753,"11398",5,20,"sign"
"10",0.771739130434783,0.228260869565217,0.182608695652174,0.817391304347826,"11398",5,20,"gaussian"
"11",0.907186655075596,0.0928133449244036,0.0356850180168386,0.964314981983161,"11398",6,20,"sign"
"12",0.811965811965812,0.188034188034188,0.173913043478261,0.826086956521739,"11398",6,20,"gaussian"
"13",0.94775853971246,0.0522414602875404,0.170674558878909,0.829325441121091,"11398",7,20,"sign"
"14",0.718181818181818,0.281818181818182,0.192546583850932,0.807453416149068,"11398",7,20,"gaussian"
"15",0.872454852729031,0.127545147270969,0.0879220051645667,0.912077994835433,"11398",8,20,"sign"
"16",0.756302521008403,0.243697478991597,0.144278606965174,0.855721393034826,"11398",8,20,"gaussian"
"17",0.954078357993056,0.0459216420069439,0.150807147933472,0.849192852066528,"11398",9,20,"sign"
"18",0.785046728971963,0.214953271028037,0.154362416107383,0.845637583892617,"11398",9,20,"gaussian"
"19",0.881499328312059,0.118500671687941,0.0573810548549022,0.942618945145098,"11398",10,20,"sign"
"20",0.846153846153846,0.153846153846154,0.0819672131147541,0.918032786885246,"11398",10,20,"gaussian"
