"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.248,1.09,"10905",1,20,"-1"
"2",0.753,3.266,"10905",1,20,"1"
"3",-0.956,2.198,"10905",2,20,"-1"
"4",0.248,0.884,"10905",2,20,"1"
"5",-1.725,2.868,"10905",3,20,"-1"
"6",0.303,1.083,"10905",3,20,"1"
