"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",0.876,1.149,"10837",1,500,"-1",34
"2",1.053,4.954,"10837",1,500,"1",34
"3",-1.09,2.578,"10837",1,500,"-1",33
"4",4.821,1.062,"10837",1,500,"1",33
"5",-1.058,2.448,"10837",1,500,"-1",32
"6",4.981,1.302,"10837",1,500,"1",32
"7",-2.233,2.846,"10837",1,500,"-1",31
"8",3.985,2.24,"10837",1,500,"1",31
"9",-4.439,8.5,"10837",1,500,"-1",30
"10",-1.823,2.608,"10837",1,500,"1",30
"11",-4.446,1.811,"10837",1,500,"-1",29
"12",-0.821,0.962,"10837",1,500,"1",29
"13",-1.083,0.323,"10837",1,500,"-1",28
"14",0.7,0.451,"10837",1,500,"1",28
"15",2.559,2.219,"10837",1,500,"-1",27
"16",7.071,1.178,"10837",1,500,"1",27
"17",-2.718,2.998,"10837",1,500,"-1",26
"18",0.63,0.803,"10837",1,500,"1",26
"19",-2.735,3.213,"10837",1,500,"-1",25
"20",7.283,3.558,"10837",1,500,"1",25
"21",-0.678,1.28,"10837",1,500,"-1",24
"22",2.079,1.054,"10837",1,500,"1",24
"23",-2.401,2.166,"10837",1,500,"-1",23
"24",3.791,1.809,"10837",1,500,"1",23
"25",4.081,2.333,"10837",1,500,"-1",22
"26",12.452,2.159,"10837",1,500,"1",22
"27",0.157,3.439,"10837",1,500,"-1",21
"28",10.008,1.97,"10837",1,500,"1",21
"29",0.829,2.751,"10837",1,500,"-1",20
"30",4.738,0.73,"10837",1,500,"1",20
"31",1.207,1.12,"10837",1,500,"-1",19
"32",5.071,1.077,"10837",1,500,"1",19
"33",-2.519,2.056,"10837",1,500,"-1",18
"34",2.215,1.415,"10837",1,500,"1",18
"35",-8.059,2.806,"10837",1,500,"-1",17
"36",-1.909,1.53,"10837",1,500,"1",17
"37",-5.819,1.964,"10837",1,500,"-1",16
"38",0.942,2.318,"10837",1,500,"1",16
"39",-0.94,0.824,"10837",1,500,"-1",15
"40",1.089,0.771,"10837",1,500,"1",15
"41",-0.631,0.983,"10837",1,500,"-1",14
"42",2.272,0.91,"10837",1,500,"1",14
"43",-0.549,1.028,"10837",1,500,"-1",13
"44",2.199,0.979,"10837",1,500,"1",13
"45",-0.836,2.082,"10837",1,500,"-1",12
"46",5.29,1.198,"10837",1,500,"1",12
"47",-0.116,1.816,"10837",1,500,"-1",11
"48",5.307,1.013,"10837",1,500,"1",11
"49",-2.308,2.131,"10837",1,500,"-1",10
"50",7.085,2.396,"10837",1,500,"1",10
"51",-1.668,0.703,"10837",1,500,"-1",9
"52",0.641,0.661,"10837",1,500,"1",9
"53",-1.528,2.991,"10837",1,500,"-1",8
"54",5.552,2.362,"10837",1,500,"1",8
"55",-3.088,1.969,"10837",1,500,"-1",7
"56",1.17,2.062,"10837",1,500,"1",7
"57",-0.45,1.213,"10837",1,500,"-1",6
"58",3.824,1.442,"10837",1,500,"1",6
"59",-1.944,2.971,"10837",1,500,"-1",5
"60",6.446,1.341,"10837",1,500,"1",5
"61",-4.59,1.351,"10837",1,500,"-1",4
"62",1.971,1.197,"10837",1,500,"1",4
"63",-3.421,7.17,"10837",1,500,"-1",3
"64",-1.882,1.434,"10837",1,500,"1",3
"65",-3.715,2.737,"10837",1,500,"-1",2
"66",3.472,2.132,"10837",1,500,"1",2
"67",0.558,0.999,"10837",1,500,"-1",1
"68",3.441,1.109,"10837",1,500,"1",1
