"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.47,2.028,"11372",1,500,"-1",31
"2",4.288,1.772,"11372",1,500,"1",31
"3",-1.485,1.589,"11372",1,500,"-1",30
"4",6.526,2.227,"11372",1,500,"1",30
"5",0.828,1.631,"11372",1,500,"-1",29
"6",4.741,0.981,"11372",1,500,"1",29
"7",-2.169,1.872,"11372",1,500,"-1",28
"8",5.921,2.511,"11372",1,500,"1",28
"9",-1.294,0.716,"11372",1,500,"-1",27
"10",0.901,0.881,"11372",1,500,"1",27
"11",-5.462,1.61,"11372",1,500,"-1",26
"12",0.249,1.873,"11372",1,500,"1",26
"13",-1.033,0.752,"11372",1,500,"-1",25
"14",3.033,1.219,"11372",1,500,"1",25
"15",-3,0,"11372",1,500,"-1",24
"16",-1.086,2.644,"11372",1,500,"1",24
"17",-1.79,0.83,"11372",1,500,"-1",23
"18",0.918,1.324,"11372",1,500,"1",23
"19",-3.912,1.415,"11372",1,500,"-1",22
"20",2.156,2.169,"11372",1,500,"1",22
"21",-2.223,1.736,"11372",1,500,"-1",21
"22",1.926,1.751,"11372",1,500,"1",21
"23",-0.815,0.651,"11372",1,500,"-1",20
"24",0.638,0.623,"11372",1,500,"1",20
"25",-1.174,2.492,"11372",1,500,"-1",19
"26",6.244,1.296,"11372",1,500,"1",19
"27",-3.209,2.47,"11372",1,500,"-1",18
"28",5.425,2.235,"11372",1,500,"1",18
"29",2.149,5.81,"11372",1,500,"-1",17
"30",14.633,2.423,"11372",1,500,"1",17
"31",-7.866,2.803,"11372",1,500,"-1",16
"32",0.543,3.875,"11372",1,500,"1",16
"33",-2.528,2.606,"11372",1,500,"-1",15
"34",3.203,1.956,"11372",1,500,"1",15
"35",-0.536,1.781,"11372",1,500,"-1",14
"36",5.583,1.373,"11372",1,500,"1",14
"37",-1.791,1.869,"11372",1,500,"-1",13
"38",5.335,4.062,"11372",1,500,"1",13
"39",-1.295,3.563,"11372",1,500,"-1",12
"40",6.042,1.412,"11372",1,500,"1",12
"41",-3.4,2.411,"11372",1,500,"-1",11
"42",3.178,2.901,"11372",1,500,"1",11
"43",-0.658,2.563,"11372",1,500,"-1",10
"44",4.393,1.578,"11372",1,500,"1",10
"45",-7.627,3.482,"11372",1,500,"-1",9
"46",1.315,2.74,"11372",1,500,"1",9
"47",-2.346,2.055,"11372",1,500,"-1",8
"48",3.413,1.35,"11372",1,500,"1",8
"49",-2.54,2.055,"11372",1,500,"-1",7
"50",3.936,1.437,"11372",1,500,"1",7
"51",-0.568,4.124,"11372",1,500,"-1",6
"52",0.62,0.827,"11372",1,500,"1",6
"53",-0.735,0.285,"11372",1,500,"-1",5
"54",0.451,0.432,"11372",1,500,"1",5
"55",-0.58,1.907,"11372",1,500,"-1",4
"56",7.652,2.106,"11372",1,500,"1",4
"57",-3.342,2.566,"11372",1,500,"-1",3
"58",3.457,2.478,"11372",1,500,"1",3
"59",0.072,0.64,"11372",1,500,"-1",1
"60",2.331,0.976,"11372",1,500,"1",1
